A,B,C,G,,,,
42553,40887,41085,0,321.10,310.03,15.29,233.71
42553,40887,40962,0,322.75,309.11,15.80,233.82
42553,40887,40962,0,321.96,309.48,15.97,233.85
42971,40887,40962,0,322.98,307.52,17.02,233.96
42971,40951,40962,0,323.42,306.34,18.45,234.08
42971,40951,41652,0,324.59,305.67,19.73,234.19
42971,40951,41652,0,324.31,306.01,19.97,234.22
44981,40951,41652,0,325.43,304.24,20.72,234.34
44981,40233,41652,0,325.49,304.13,21.13,234.45
44981,40233,41408,0,326.46,303.73,22.30,234.56
44981,40233,41408,0,326.65,304.33,22.54,234.59
44311,40233,41408,0,328.97,304.97,23.42,234.71
44311,39959,41408,0,331.40,306.25,23.99,234.82
44311,39959,42126,0,331.73,305.76,24.41,234.93
44311,39959,42126,0,331.17,305.46,24.52,234.96
44621,39959,42126,0,332.66,305.90,24.76,235.08
44621,39802,42126,0,338.43,309.04,25.67,235.19
44621,39802,41861,0,340.62,309.02,25.03,235.30
44621,39802,41861,0,340.85,307.91,24.73,235.33
44282,39802,41861,0,347.23,308.76,23.88,235.45
44282,39387,41861,0,349.38,309.67,22.72,235.56
44282,39387,42211,0,351.67,310.85,22.08,235.67
44282,39387,42211,0,350.79,310.81,22.17,235.70
44349,39387,42211,0,354.55,312.32,21.96,235.82
44349,39306,42211,0,360.29,308.59,21.41,235.93
44349,39306,41379,0,360.29,308.59,21.36,236.04
44349,39306,41379,0,360.29,308.59,21.34,236.07
44260,39306,41379,0,271.20,304.78,18.81,236.18
44260,38719,41379,0,190.46,304.32,16.78,236.29
44260,38719,42194,0,219.15,305.04,16.52,236.41
44260,38719,42194,0,164.59,305.11,16.50,236.43
44540,38719,42194,0,194.80,305.01,16.78,236.55
44540,38282,42194,0,140.47,303.53,16.69,236.66
44540,38282,42313,0,89.26,301.28,15.88,236.78
44540,38282,42313,0,66.46,300.75,15.74,236.80
43959,38282,42313,0,36.23,297.06,13.99,236.92
43959,37754,42313,0,13.22,295.37,12.35,237.03
43959,37754,41816,0,-7.55,293.75,11.00,237.14
43959,37754,41816,0,-5.97,293.45,10.72,237.17
43429,37754,41816,0,-22.16,291.83,9.76,237.28
43429,37219,41816,0,-31.37,289.78,9.32,237.39
43429,37219,42548,0,-36.02,287.09,9.05,237.50
43429,37219,42548,0,-25.11,286.42,9.01,237.53
43236,37219,42548,0,-26.84,284.83,8.22,237.65
43236,36943,42548,0,-24.11,283.57,8.04,237.75
43236,36943,42868,0,-21.52,283.75,7.73,237.87
43236,36943,42868,0,-12.33,283.78,7.77,237.89
43332,36943,42868,0,-19.02,285.76,8.74,238.01
43332,37084,42868,0,-15.48,285.97,8.93,238.12
43332,37084,42829,0,-10.47,285.13,9.40,238.23
43332,37084,42829,0,-5.98,286.09,9.60,238.26
43337,37084,42829,0,-3.21,286.39,9.99,238.37
43337,37707,42829,0,-5.08,288.76,11.02,238.48
43337,37707,42070,0,-15.45,294.20,12.86,238.60
43337,37707,42070,0,-13.64,294.35,13.42,238.62
44142,37707,42070,0,-14.08,299.84,13.88,238.74
44142,37566,42070,0,-9.79,303.21,14.54,238.85
44142,37566,41637,0,82.71,307.32,15.25,238.96
44142,37566,41637,0,148.50,306.98,15.38,238.99
44486,37566,41637,0,213.90,310.94,15.71,239.11
44486,37441,41637,0,264.49,314.39,15.50,239.21
44486,37441,42628,0,302.34,318.75,15.50,239.33
44486,37441,42628,0,314.21,318.25,15.57,239.35
44374,37441,42628,0,341.38,319.28,17.52,239.47
44374,37514,42628,0,357.42,312.56,20.12,239.58
44374,37514,42590,0,357.42,312.56,26.22,239.69
44374,37514,42590,0,357.42,312.56,27.20,239.72
43056,37514,42590,0,357.42,312.56,29.30,239.83
43056,37309,42590,0,357.42,312.56,32.81,239.94
43056,37309,43100,0,357.42,312.56,36.00,240.05
43056,37309,43100,0,357.42,312.56,36.45,240.08
44144,37309,43100,0,357.42,312.56,41.89,240.20
44144,37875,43100,0,357.42,312.56,51.70,240.30
44144,37875,42256,0,323.94,287.32,55.01,240.42
44144,37875,42256,0,252.89,287.35,55.10,240.45
44944,37875,42256,0,199.54,286.96,56.47,240.57
44944,41087,42256,0,237.37,287.78,56.75,240.68
44944,41087,42029,0,271.62,289.05,56.32,240.79
44944,41087,42029,0,291.53,289.29,56.18,240.82
43572,41087,42029,0,314.73,286.76,55.94,240.94
43572,41358,42029,0,334.82,282.49,57.06,241.05
43572,41358,42313,0,354.38,289.19,58.35,241.17
43572,41358,42313,0,273.53,291.67,58.53,241.19
44003,41358,42313,0,298.19,291.53,57.95,241.31
44003,40323,42313,0,319.33,290.40,57.36,241.42
44003,40323,42551,0,337.44,290.27,56.36,241.54
44003,40323,42551,0,343.44,290.54,56.17,241.56
44829,40323,42551,0,351.79,291.98,56.44,241.68
44829,40602,42551,0,359.14,291.89,56.42,241.80
44829,40602,42331,0,268.90,291.81,55.81,241.91
44829,40602,42331,0,204.26,292.17,55.62,241.94
44247,40602,42331,0,230.94,290.97,54.31,242.06
44247,39920,42331,0,254.12,289.53,53.70,242.17
44247,39920,42547,0,280.70,289.21,53.02,242.28
44247,39920,42547,0,298.17,289.17,52.84,242.31
44699,39920,42547,0,317.17,289.46,51.71,242.43
44699,40065,42547,0,331.55,289.83,51.16,242.54
44699,40065,41917,0,346.34,292.18,49.92,242.65
44699,40065,41917,0,349.94,292.34,49.56,242.68
45044,40065,41917,0,357.25,292.90,48.07,242.80
45044,39806,41917,0,270.66,293.46,47.28,242.91
45044,39806,42138,0,290.16,294.54,47.12,243.03
45044,39806,42138,0,306.14,294.86,47.11,243.05
44572,39806,42138,0,318.19,294.98,47.10,243.17
44572,39740,42138,0,233.45,295.03,47.00,243.28
44572,39740,42096,0,158.63,295.63,47.50,243.40
44572,39740,42096,0,117.24,295.52,47.58,243.42
44994,39740,42096,0,64.64,296.52,47.41,243.54
44994,39405,42096,0,118.21,296.03,46.90,243.65
44994,39405,41821,0,170.23,296.13,46.25,243.77
44994,39405,41821,0,213.36,295.96,46.10,243.79
44681,39405,41821,0,251.46,296.70,44.71,243.91
44681,39364,41821,0,288.74,296.79,43.39,244.02
44681,39364,42185,0,316.12,299.05,41.90,244.14
44681,39364,42185,0,328.30,299.12,41.60,244.16
44470,39364,42185,0,260.52,300.81,39.66,244.28
44470,39258,42185,0,289.31,299.26,38.50,244.39
44470,39258,41828,0,317.65,299.30,36.53,244.51
44470,39258,41828,0,329.91,299.35,36.05,244.53
44251,39258,41828,0,265.31,300.11,32.88,244.65
44251,38935,41828,0,200.95,299.61,31.24,244.76
44251,38935,41844,0,150.75,306.45,27.64,244.87
44251,38935,41844,0,115.87,306.34,26.97,244.90
44729,38935,41844,0,78.93,309.84,23.20,245.02
44729,37995,41844,0,48.09,316.08,19.08,245.13
44729,37995,41964,0,25.76,315.05,13.45,245.24
44729,37995,41964,0,21.28,314.84,12.13,245.27
44587,37995,41964,0,6.25,307.79,3.63,245.39
44587,36272,41964,0,-8.14,313.66,0.18,245.49
44587,36272,42723,0,-25.14,312.78,-3.20,245.61
44587,36272,42723,0,-21.18,312.24,-3.73,245.63
43420,36272,42723,0,-38.90,317.15,-3.42,245.75
43420,35415,42723,0,-43.77,317.08,-5.69,245.85
43420,35415,42578,0,-45.25,313.08,-9.62,245.97
43420,35415,42578,0,-34.49,312.41,-10.57,245.99
43307,35415,42578,0,-37.88,312.31,-13.63,246.11
43307,35201,42578,0,-36.51,316.08,-16.29,246.21
43307,35201,42505,0,-33.62,317.09,-20.95,246.33
43307,35201,42505,0,-26.06,317.58,-22.05,246.35
43087,35201,42505,0,-27.46,316.73,-24.82,246.47
43087,35102,42505,0,-24.95,317.95,-28.38,246.57
43087,35102,42536,0,-24.54,316.91,-32.65,246.69
43087,35102,42536,0,-20.15,317.43,-33.44,246.71
43002,35102,42536,0,65.72,313.94,-35.44,246.83
43002,35225,42536,0,144.53,313.84,-36.18,246.93
43002,35225,42839,0,217.08,312.93,-39.85,247.04
43002,35225,42839,0,255.12,313.81,-40.78,247.07
42931,35225,42839,0,300.89,314.75,-41.26,247.19
42931,35145,42839,0,338.47,316.60,-42.92,247.29
42931,35145,42988,0,369.39,318.27,-44.58,247.40
42931,35145,42988,0,369.39,318.27,-44.84,247.43
42933,35145,42988,0,369.39,318.27,-45.91,247.55
42933,35308,42988,0,369.39,318.27,-47.39,247.65
42933,35308,42977,0,369.39,318.27,-47.87,247.76
42933,35308,42977,0,369.39,318.27,-48.09,247.79
42746,35308,42977,0,369.39,318.27,-49.93,247.90
42746,35574,42977,0,369.39,318.27,-51.66,248.00
42746,35574,43080,0,369.39,318.27,-52.68,248.12
42746,35574,43080,0,369.39,318.27,-52.86,248.15
42863,35574,43080,0,369.39,318.27,-52.84,248.26
42863,35655,43080,0,369.39,318.27,-53.09,248.36
42863,35655,42953,0,369.39,318.27,-53.71,248.48
42863,35655,42953,0,369.39,318.27,-53.82,248.50
42741,35655,42953,0,369.39,318.27,-54.30,248.62
42741,35600,42953,0,369.39,318.27,-54.40,248.72
42741,35600,43203,0,369.39,318.27,-55.18,248.84
42741,35600,43203,0,369.39,318.27,-55.39,248.86
42703,35600,43203,0,369.39,318.27,-55.20,248.98
42703,35532,43203,0,369.39,318.27,-55.38,249.08
42703,35532,43226,0,369.39,318.27,-55.25,249.19
42703,35532,43226,0,369.39,318.27,-55.29,249.22
42840,35532,43226,0,369.39,318.27,-55.27,249.34
42840,35592,43226,0,369.39,318.27,-55.66,249.44
42840,35592,43309,0,369.39,318.27,-55.20,249.55
42840,35592,43309,0,369.39,318.27,-55.23,249.58
42956,35592,43309,0,369.39,318.27,-55.15,249.69
42956,35714,43309,0,369.39,318.27,-54.88,249.80
42956,35714,43433,0,369.39,318.27,-54.59,249.91
42956,35714,43433,0,369.39,318.27,-54.50,249.94
42908,35714,43433,0,369.39,318.27,-54.34,250.05
42908,35759,43433,0,369.39,318.27,-54.46,250.16
42908,35759,43426,0,369.39,318.27,-54.79,250.27
42908,35759,43426,0,369.39,318.27,-54.83,250.30
42588,35759,43426,0,369.39,318.27,-55.03,250.41
42588,35691,43426,0,369.39,318.27,-55.11,250.51
42588,35691,43577,0,369.39,318.27,-54.93,250.63
42588,35691,43577,0,369.39,318.27,-55.00,250.66
42762,35691,43577,0,358.97,302.88,-55.02,250.77
42762,35875,43577,0,357.88,298.66,-55.10,250.87
42762,35875,43380,0,356.38,297.11,-54.33,250.99
42762,35875,43380,0,355.49,297.87,-54.18,251.02
42151,35875,43380,0,351.16,296.84,-51.98,251.13
42151,35478,43380,0,349.58,295.43,-52.13,251.23
42151,35478,44393,0,348.38,297.19,-50.81,251.35
42151,35478,44393,0,349.40,297.67,-50.51,251.38
41173,35478,44393,0,347.64,297.17,-48.42,251.49
41173,35273,44393,0,346.33,291.66,-47.58,251.59
41173,35273,44342,0,338.21,291.22,-40.88,251.71
41173,35273,44342,0,257.54,290.57,-39.67,251.74
41161,35273,44342,0,182.53,294.73,-37.26,251.85
41161,35147,44342,0,120.75,296.76,-35.29,251.95
41161,35147,43737,0,61.93,299.06,-29.87,252.07
41161,35147,43737,0,42.20,298.68,-28.50,252.10
41467,35147,43737,0,4.89,301.66,-23.99,252.21
41467,34874,43737,0,-20.21,303.52,-20.14,252.31
41467,34874,42957,0,-48.30,305.16,-13.13,252.43
41467,34874,42957,0,-41.48,305.16,-11.44,252.45
42692,34874,42957,0,-62.32,311.40,-2.23,252.57
42692,36341,42957,0,-67.04,312.33,2.67,252.67
42692,36341,41662,0,-67.06,315.03,5.90,252.79
42692,36341,41662,0,-52.46,315.16,6.47,252.81
43898,36341,41662,0,-46.76,313.59,7.08,252.93
43898,36708,41662,0,-45.55,315.81,9.79,253.03
43898,36708,41402,0,-46.12,315.32,13.05,253.15
43898,36708,41402,0,-37.48,315.06,13.89,253.17
44264,36708,41402,0,48.33,316.51,17.93,253.29
44264,36825,41402,0,131.70,319.35,21.10,253.40
44264,36825,40940,0,206.81,317.92,23.21,253.51
44264,36825,40940,0,246.06,317.43,23.54,253.54
44443,36825,40940,0,300.81,316.89,25.40,253.66
44443,36581,40940,0,342.17,316.90,26.65,253.76
44443,36581,40831,0,342.17,316.90,27.98,253.87
44443,36581,40831,0,342.17,316.90,28.14,253.90
44733,36581,40831,0,342.17,316.90,28.53,254.02
44733,36916,40831,0,342.17,316.90,29.06,254.12
44733,36916,41085,0,342.17,316.90,29.52,254.23
44733,36916,41085,0,342.17,316.90,29.70,254.26
44222,36916,41085,0,342.17,316.90,30.15,254.38
44222,37247,41085,0,342.17,316.90,30.95,254.48
44222,37247,41638,0,342.17,316.90,31.16,254.59
44222,37247,41638,0,342.17,316.90,31.31,254.62
44740,37247,41638,0,342.17,316.90,31.01,254.74
44740,37822,41638,0,342.17,316.90,31.43,254.84
44740,37822,41467,0,342.17,316.90,31.73,254.96
44740,37822,41467,0,342.17,316.90,31.80,254.98
46420,37822,41467,0,342.17,316.90,32.98,255.10
46420,38780,41467,0,342.17,316.90,33.92,255.21
46420,38780,52399,0,342.17,316.90,34.27,255.35
46420,38780,52399,0,342.17,316.90,34.34,255.37
83994,38780,52399,0,342.17,316.90,37.93,255.57
83994,43162,52399,0,342.17,316.90,41.28,255.69
83994,43162,43664,0,342.17,316.90,41.65,255.81
83994,43162,43664,0,342.17,316.90,41.80,255.83
47960,43162,43664,0,342.17,316.90,42.13,255.96
47960,52635,43664,0,342.17,316.90,43.71,256.09
47960,52635,73934,0,342.17,316.90,44.58,256.27
47960,52635,73934,0,342.17,316.90,44.73,256.30
70308,52635,73934,0,342.17,316.90,45.24,256.47
70308,40014,73934,0,342.17,316.90,46.40,256.58
70308,40014,43845,0,342.17,316.90,46.56,256.70
70308,40014,43845,0,342.17,316.90,46.62,256.72
47839,40014,43845,0,342.17,316.90,46.40,256.85
47839,39476,43845,0,342.17,316.90,46.75,256.96
47839,39476,43161,0,342.17,316.90,46.02,257.07
47839,39476,43161,0,342.17,316.90,45.97,257.10
48026,39476,43161,0,357.20,302.86,46.08,257.23
48026,40161,43161,0,352.92,303.57,46.14,257.34
48026,40161,44201,0,348.56,303.32,46.62,257.46
48026,40161,44201,0,345.79,303.01,46.84,257.48
47796,40161,44201,0,343.81,302.34,48.00,257.61
47796,40499,44201,0,345.52,301.25,48.02,257.72
47796,40499,44694,0,345.92,302.32,47.27,257.84
47796,40499,44694,0,344.80,302.41,47.19,257.87
48015,40499,44694,0,344.00,301.93,46.78,257.99
48015,39979,44694,0,344.03,301.25,46.53,258.10
48015,39979,43727,0,345.82,300.13,45.89,258.22
48015,39979,43727,0,345.57,299.93,45.69,258.25
47553,39979,43727,0,344.77,299.04,44.91,258.37
47553,39906,43727,0,342.85,301.25,43.18,258.48
47553,39906,43488,0,339.52,302.33,42.36,258.60
47553,39906,43488,0,337.59,302.86,42.24,258.63
48018,39906,43488,0,335.39,306.37,40.85,258.75
48018,40156,43488,0,330.88,307.19,39.15,258.87
48018,40156,43462,0,328.97,307.84,39.44,258.98
48018,40156,43462,0,329.34,306.91,39.53,259.01
47586,40156,43462,0,331.34,311.36,39.55,259.14
47586,39698,43462,0,333.55,310.25,40.43,259.25
47586,39698,43185,0,333.78,307.79,41.14,259.36
47586,39698,43185,0,333.84,307.26,41.31,259.39
47618,39698,43185,0,334.13,305.76,42.20,259.51
47618,39383,43185,0,335.62,305.51,42.62,259.62
47618,39383,42726,0,336.76,304.45,42.88,259.74
47618,39383,42726,0,337.13,304.40,42.94,259.77
45988,39383,42726,0,337.85,305.21,42.57,259.89
45988,38379,42726,0,337.30,306.84,41.87,260.00
45988,38379,41801,0,325.87,311.08,41.21,260.11
45988,38379,41801,0,323.82,310.10,41.10,260.14
43935,38379,41801,0,324.85,314.86,41.65,260.26
43935,37892,41801,0,327.42,310.34,43.01,260.36
43935,37892,42594,0,323.88,308.72,43.77,260.48
43935,37892,42594,0,323.96,308.78,43.94,260.50
44870,37892,42594,0,315.82,308.90,45.34,260.62
44870,37898,42594,0,312.95,304.19,46.81,260.73
44870,37898,43214,0,313.57,300.46,46.53,260.85
44870,37898,43214,0,314.46,300.99,46.52,260.87
45090,37898,43214,0,313.39,301.54,46.40,260.99
45090,38912,43214,0,313.67,307.70,45.67,261.10
45090,38912,43352,0,312.72,312.92,45.83,261.22
45090,38912,43352,0,314.69,314.25,45.63,261.25
44883,38912,43352,0,319.56,316.52,46.25,261.37
44883,39454,43352,0,321.16,323.75,45.70,261.48
44883,39454,43794,0,322.14,330.10,43.75,261.59
44883,39454,43794,0,322.25,329.81,43.41,261.62
45431,39454,43794,0,325.62,330.10,42.11,261.74
45431,40436,43794,0,329.90,334.65,40.96,261.85
45431,40436,44172,0,334.38,340.50,41.16,261.97
45431,40436,44172,0,334.43,341.44,41.20,262.00
46057,40436,44172,0,339.04,336.08,38.48,262.12
46057,41236,44172,0,343.46,337.56,35.00,262.23
46057,41236,43733,0,351.79,344.31,32.18,262.35
46057,41236,43733,0,350.21,344.59,31.62,262.38
46007,41236,43733,0,349.08,347.95,28.92,262.50
46007,41500,43733,0,347.22,351.89,26.11,262.62
46007,41500,43389,0,345.50,352.01,23.10,262.73
46007,41500,43389,0,344.59,266.09,22.23,262.76
45903,41500,43389,0,346.25,276.97,19.29,262.88
45903,40001,43389,0,344.10,292.67,17.74,262.99
45903,40001,43741,0,342.13,208.82,16.51,263.11
45903,40001,43741,0,342.16,155.87,16.19,263.14
45986,40001,43741,0,342.62,96.97,14.38,263.26
45986,40258,43741,0,344.24,50.92,12.12,263.37
45986,40258,43722,0,350.53,10.58,8.82,263.49
45986,40258,43722,0,351.74,2.18,7.94,263.51
46156,40258,43722,0,347.36,-25.29,6.74,263.64
46156,40103,43722,0,347.22,-40.12,6.12,263.75
46156,40103,43838,0,347.71,-51.82,2.73,263.87
46156,40103,43838,0,348.53,-43.58,1.96,263.89
45360,40103,43838,0,351.80,-48.79,-0.50,264.01
45360,40415,43838,0,353.95,-46.71,-1.75,264.12
45360,40415,43973,0,357.18,-40.84,-2.16,264.24
45360,40415,43973,0,358.08,-29.25,-2.24,264.27
47465,40415,43973,0,356.24,-25.32,-3.28,264.40
47465,41771,43973,0,360.77,-18.89,-7.10,264.51
47465,41771,43556,0,265.59,-12.19,-10.43,264.63
47465,41771,43556,0,202.07,-4.14,-11.08,264.65
48061,41771,43556,0,141.24,-0.24,-15.29,264.78
48061,41428,43556,0,90.61,7.70,-19.74,264.89
48061,41428,43049,0,53.59,9.41,-26.07,265.01
48061,41428,43049,0,44.34,13.34,-27.70,265.04
48138,41428,43049,0,19.16,13.55,-37.93,265.16
48138,41495,43049,0,5.93,9.28,-47.02,265.28
48138,41495,42225,0,0.06,10.12,-59.69,265.39
48138,41495,42225,0,7.72,8.66,-62.35,265.42
47980,41495,42225,0,0.88,86.41,-72.90,265.54
47980,39531,42225,0,2.67,150.20,-82.79,265.65
47980,39531,42928,0,8.10,206.88,-92.74,265.77
47980,39531,42928,0,20.48,233.78,-95.10,265.80
46442,39531,42928,0,21.59,272.41,-102.53,265.92
46442,37748,42928,0,24.77,297.87,-110.80,266.03
46442,37748,44249,0,19.73,320.45,-116.55,266.14
46442,37748,44249,0,25.74,318.04,-117.66,266.17
45285,37748,44249,0,19.65,331.82,-123.45,266.29
45285,37155,44249,0,14.76,338.60,-127.30,266.40
45285,37155,44013,0,4.74,343.04,-130.43,266.52
45285,37155,44013,0,4.48,333.38,-131.00,266.54
44895,37155,44013,0,-0.06,337.83,-130.34,266.66
44895,36205,44013,0,-1.36,337.83,-130.93,266.76
44895,36205,44634,0,-0.14,333.89,-130.68,266.88
44895,36205,44634,0,5.03,324.70,-130.50,266.91
42983,36205,44634,0,6.08,323.61,-131.67,267.03
42983,35918,44634,0,5.14,320.40,-131.97,267.13
42983,35918,45072,0,6.67,318.60,-133.44,267.25
42983,35918,45072,0,9.31,313.21,-133.82,267.28
43103,35918,45072,0,6.25,311.01,-135.18,267.39
43103,35703,45072,0,2.38,308.06,-136.90,267.50
43103,35703,44643,0,-1.81,306.43,-137.77,267.61
43103,35703,44643,0,82.88,303.83,-138.07,267.64
43487,35703,44643,0,158.36,302.17,-138.30,267.76
43487,35967,44643,0,222.79,300.94,-139.07,267.86
43487,35967,44830,0,279.35,298.67,-140.28,267.98
43487,35967,44830,0,299.88,297.16,-140.42,268.01
42934,35967,44830,0,340.29,295.10,-141.05,268.12
42934,35687,44830,0,367.96,295.74,-139.10,268.23
42934,35687,45234,0,367.96,295.74,-138.17,268.35
42934,35687,45234,0,367.96,295.74,-137.66,268.37
42772,35687,45234,0,309.76,293.55,-136.12,268.49
42772,35656,45234,0,240.82,293.39,-136.29,268.59
42772,35656,44877,0,277.15,293.67,-135.04,268.71
42772,35656,44877,0,297.98,294.47,-134.45,268.74
43012,35656,44877,0,236.01,293.81,-132.70,268.85
43012,35649,44877,0,179.53,294.18,-131.73,268.96
43012,35649,45447,0,127.30,293.20,-131.88,269.08
43012,35649,45447,0,96.86,293.33,-131.95,269.10
42971,35649,45447,0,58.62,291.87,-130.51,269.22
42971,35563,45447,0,31.26,291.94,-129.25,269.32
42971,35563,44333,0,9.57,291.19,-128.40,269.44
42971,35563,44333,0,8.19,291.41,-128.25,269.47
42629,35563,44333,0,-7.50,292.88,-127.50,269.58
42629,35616,44333,0,-14.45,293.17,-127.86,269.68
42629,35616,44659,0,-22.79,291.65,-126.60,269.80
42629,35616,44659,0,-17.86,291.59,-126.23,269.83
42681,35616,44659,0,-21.52,289.20,-121.69,269.95
42681,35401,44659,0,-23.56,285.79,-114.62,270.05
42681,35401,44558,0,-24.12,282.37,-109.07,270.17
42681,35401,44558,0,-9.41,282.52,-107.79,270.19
43262,35401,44558,0,-13.61,284.04,-100.55,270.31
43262,35314,44558,0,-13.42,284.72,-94.97,270.41
43262,35314,43402,0,-27.47,290.43,-86.29,270.53
43262,35314,43402,0,-17.65,294.16,-84.42,270.56
45124,35314,43402,0,-26.85,303.70,-79.81,270.68
45124,36701,43402,0,-35.43,311.51,-75.83,270.78
45124,36701,42994,0,-40.55,321.07,-73.32,270.90
45124,36701,42994,0,-34.18,322.10,-72.70,270.92
45128,36701,42994,0,47.39,333.95,-73.22,271.04
45128,36146,42994,0,126.35,336.96,-73.60,271.15
45128,36146,42932,0,192.69,337.46,-71.51,271.26
45128,36146,42932,0,227.05,334.25,-71.17,271.29
44800,36146,42932,0,275.92,333.09,-65.87,271.41
44800,36734,42932,0,311.79,324.38,-62.24,271.51
44800,36734,44837,0,346.49,315.20,-59.85,271.63
44800,36734,44837,0,343.10,309.66,-59.58,271.66
44301,36734,44837,0,370.40,311.06,-59.25,271.78
44301,37116,44837,0,370.40,311.06,-58.88,271.88
44301,37116,43948,0,370.40,311.06,-58.25,272.00
44301,37116,43948,0,370.40,311.06,-58.28,272.03
44786,37116,43948,0,370.40,311.06,-59.04,272.15
44786,37495,43948,0,370.40,311.06,-59.79,272.25
44786,37495,44117,0,370.40,311.06,-58.63,272.37
44786,37495,44117,0,370.40,311.06,-58.42,272.39
44812,37495,44117,0,370.40,311.06,-60.68,272.51
44812,37737,44117,0,370.40,311.06,-62.70,272.62
44812,37737,43647,0,370.40,311.06,-64.86,272.74
44812,37737,43647,0,370.40,311.06,-65.07,272.76
45160,37737,43647,0,370.40,311.06,-68.61,272.88
45160,38233,43647,0,370.40,311.06,-68.81,272.99
45160,38233,43528,0,370.40,311.06,-70.06,273.11
45160,38233,43528,0,353.26,318.92,-70.14,273.13
45205,38233,43528,0,355.57,319.23,-70.13,273.25
45205,38517,43528,0,359.35,315.10,-71.41,273.36
45205,38517,43726,0,355.93,312.78,-72.35,273.48
45205,38517,43726,0,344.89,315.25,-72.54,273.51
44055,38517,43726,0,354.49,317.60,-73.62,273.62
44055,36429,43726,0,355.35,320.47,-72.80,273.73
44055,36429,43688,0,358.94,320.75,-71.48,273.84
44055,36429,43688,0,352.84,323.95,-70.90,273.87
44668,36429,43688,0,357.76,320.35,-67.58,273.99
44668,35872,43688,0,356.98,316.69,-65.37,274.09
44668,35872,43906,0,356.79,315.66,-64.49,274.21
