A,B,C,G,,,,
48867,41647,76392,1,82.51,245.42,-3.93,30.02
48867,43035,76392,1,81.82,253.28,-0.78,30.14
48867,43035,67051,1,63.17,269.69,10.69,30.30
48867,43035,67051,1,65.41,277.49,11.94,30.33
50154,43035,67051,1,54.12,297.30,19.70,30.46
50154,42869,67051,1,46.35,312.75,27.89,30.58
50154,42869,73008,1,43.70,218.43,33.82,30.76
50154,42869,73008,1,44.62,158.03,34.71,30.78
50126,42869,73008,1,43.21,99.96,37.63,30.91
50126,42924,73008,1,45.17,57.03,39.54,31.03
50126,42924,74999,1,37.75,13.61,44.20,31.21
50126,42924,74999,1,34.68,8.72,44.93,31.24
49820,42924,74999,1,31.21,-15.47,47.21,31.37
49820,43522,74999,1,30.22,-29.82,47.74,31.48
49820,43522,66730,1,30.27,-45.93,47.06,31.65
49820,43522,66730,1,27.50,-35.69,46.97,31.68
49661,43522,66730,1,27.04,-42.62,46.42,31.81
49661,44051,66730,1,26.61,-43.95,45.73,31.92
49661,44051,67661,1,25.92,-45.69,45.34,32.09
49661,44051,67661,1,23.70,-35.03,45.26,32.12
49537,44051,67661,1,22.45,64.71,44.95,32.25
49537,43734,67661,1,20.78,153.17,44.50,32.37
49537,43734,67623,1,19.73,238.57,44.32,32.53
49537,43734,67623,1,18.02,275.26,44.25,32.56
49865,43734,67623,1,17.92,324.23,43.82,32.69
49865,43105,67623,1,16.18,358.41,43.28,32.81
49865,43105,71018,1,16.18,358.41,42.87,32.98
49865,43105,71018,1,16.18,358.41,42.81,33.00
48992,43105,71018,1,16.18,358.41,42.62,33.13
48992,42992,71018,1,16.18,358.41,42.69,33.25
48992,42992,70658,1,16.18,358.41,42.67,33.42
48992,42992,70658,1,16.18,358.41,42.68,33.45
49321,42992,70658,1,16.18,358.41,42.61,33.58
49321,43404,70658,1,16.18,358.41,42.57,33.69
49321,43404,67482,1,16.18,358.41,42.10,33.86
49321,43404,67482,1,16.18,358.41,42.01,33.88
49123,43404,67482,1,16.18,358.41,41.59,34.01
49123,43141,67482,1,16.18,358.41,41.61,34.13
49123,43141,66840,1,16.18,358.41,41.80,34.29
49123,43141,66840,1,16.18,358.41,41.83,34.32
49370,43141,66840,1,16.18,358.41,41.92,34.45
49370,43806,66840,1,16.18,358.41,42.11,34.56
49370,43806,68221,1,16.18,358.41,41.98,34.73
49370,43806,68221,1,16.18,358.41,41.97,34.76
49404,43806,68221,1,16.18,358.41,41.95,34.89
49404,43921,68221,1,16.18,358.41,41.93,35.00
49404,43921,67146,1,16.18,358.41,41.39,35.17
49404,43921,67146,1,16.18,358.41,41.33,35.19
49528,43921,67146,1,16.18,358.41,40.48,35.32
49528,43601,67146,1,16.18,358.41,40.42,35.44
49528,43601,67716,1,16.18,358.41,39.56,35.61
49528,43601,67716,1,16.18,358.41,39.41,35.63
48787,43601,67716,1,16.18,358.41,38.88,35.76
48787,43982,67716,1,16.18,358.41,37.01,35.88
48787,43982,63016,1,5.84,354.29,34.93,36.04
48787,43982,63016,1,6.07,350.20,34.48,36.06
49145,43982,63016,1,3.50,342.02,32.59,36.19
49145,44719,63016,1,-0.04,335.05,29.93,36.31
49145,44719,61426,1,111.05,329.63,28.56,36.46
49145,44719,61426,1,84.44,329.50,28.19,36.49
49574,44719,61426,1,165.95,325.67,25.66,36.62
49574,45188,61426,1,236.41,325.55,24.49,36.74
49574,45188,61620,1,300.68,328.78,25.09,36.90
49574,45188,61620,1,321.57,330.90,25.16,36.92
49671,45188,61620,1,361.97,332.05,24.92,37.05
49671,45181,61620,1,361.97,332.05,24.43,37.17
49671,45181,65351,1,361.97,332.05,24.77,37.33
49671,45181,65351,1,361.97,332.05,24.71,37.36
49560,45181,65351,1,361.97,332.05,24.20,37.49
49560,45028,65351,1,361.97,332.05,24.56,37.61
49560,45028,62241,1,361.97,332.05,25.00,37.76
49560,45028,62241,1,361.97,332.05,25.04,37.79
49059,45028,62241,1,361.97,332.05,24.98,37.92
49059,44569,62241,1,361.97,332.05,24.99,38.04
49059,44569,67855,1,361.97,332.05,24.68,38.20
49059,44569,67855,1,361.97,332.05,24.60,38.23
49529,44569,67855,1,361.97,332.05,24.38,38.36
49529,44785,67855,1,361.97,332.05,25.02,38.48
49529,44785,67053,1,361.97,332.05,25.52,38.64
49529,44785,67053,1,361.97,332.05,25.48,38.67
49518,44785,67053,1,361.97,332.05,25.88,38.80
49518,44818,67053,1,361.97,332.05,27.28,38.92
49518,44818,66382,1,361.97,332.05,28.55,39.08
49518,44818,66382,1,285.32,326.05,28.83,39.11
49134,44818,66382,1,228.95,322.54,30.87,39.24
49134,44385,66382,1,181.13,329.04,33.32,39.36
49134,44385,61934,1,130.20,325.49,30.70,39.51
49134,44385,61934,1,109.64,323.36,30.31,39.54
47920,44385,61934,1,89.41,314.98,28.04,39.66
47920,42117,61934,1,83.82,297.54,25.08,39.78
47920,42117,65890,1,57.49,276.00,23.89,39.94
47920,42117,65890,1,65.72,267.69,23.90,39.97
46859,42117,65890,1,63.22,255.74,23.00,40.09
46859,41208,65890,1,64.32,248.34,20.62,40.21
46859,41208,68300,1,71.36,233.18,17.28,40.37
46859,41208,68300,1,83.61,230.91,16.74,40.40
46308,41208,68300,1,89.05,223.44,13.82,40.52
46308,40631,68300,1,98.41,218.15,11.53,40.64
46308,40631,71400,1,104.32,214.33,10.04,40.81
46308,40631,71400,1,114.92,216.44,9.92,40.84
46817,40631,71400,1,120.25,215.35,5.81,40.96
46817,40199,71400,1,126.99,217.67,3.16,41.07
46817,40199,74159,1,128.10,221.60,1.92,41.25
46817,40199,74159,1,136.16,224.90,1.89,41.28
46025,40199,74159,1,137.05,224.84,0.35,41.40
46025,40065,74159,1,143.76,227.10,-0.68,41.51
46025,40065,74107,1,145.56,232.60,-0.80,41.69
46025,40065,74107,1,149.26,235.40,-0.89,41.72
45977,40065,74107,1,150.60,237.97,-0.45,41.84
45977,40032,74107,1,151.91,238.67,-0.09,41.95
45977,40032,74131,1,153.51,238.85,0.09,42.13
45977,40032,74131,1,154.93,240.55,0.08,42.16
46140,40032,74131,1,154.65,241.79,0.07,42.28
46140,39958,74131,1,154.66,241.58,-0.22,42.39
46140,39958,74063,1,154.79,241.88,0.03,42.57
46140,39958,74063,1,154.66,243.08,0.02,42.60
46119,39958,74063,1,155.36,243.17,-0.27,42.72
46119,40044,74063,1,156.54,245.33,-1.41,42.83
46119,40044,74776,1,154.59,246.98,-1.58,43.01
46119,40044,74776,1,154.73,247.72,-1.60,43.04
46128,40044,74776,1,155.18,249.07,-0.65,43.16
46128,40236,74776,1,154.94,248.44,0.19,43.27
46128,40236,75438,1,156.24,248.92,0.29,43.45
46128,40236,75438,1,156.64,248.80,0.35,43.48
46026,40236,75438,1,156.40,248.83,0.41,43.60
46026,40596,75438,1,155.51,248.46,0.79,43.71
46026,40596,74593,1,154.37,250.41,1.20,43.90
46026,40596,74593,1,153.98,250.31,1.37,43.92
46382,40596,74593,1,152.47,250.44,1.51,44.05
46382,40614,74593,1,150.31,248.64,2.84,44.16
46382,40614,73908,1,144.28,246.82,4.75,44.34
46382,40614,73908,1,142.14,247.19,4.92,44.36
46267,40614,73908,1,139.57,248.05,5.78,44.49
46267,40312,73908,1,134.56,247.88,6.89,44.60
46267,40312,73618,1,122.32,247.86,9.42,44.78
46267,40312,73618,1,122.43,248.32,9.49,44.80
46364,40312,73618,1,117.31,249.17,11.87,44.93
46364,40483,73618,1,111.68,250.06,15.31,45.04
46364,40483,73293,1,98.25,249.85,20.74,45.22
46364,40483,73293,1,99.77,250.65,21.61,45.24
46348,40483,73293,1,92.13,254.08,26.64,45.36
46348,40416,73293,1,84.90,257.07,30.02,45.48
46348,40416,73380,1,71.67,262.58,34.78,45.65
46348,40416,73380,1,73.20,267.04,35.46,45.68
46956,40416,73380,1,66.78,274.45,39.46,45.81
46956,41092,73380,1,62.43,285.07,42.75,45.92
46956,41092,72679,1,50.67,302.42,48.41,46.09
46956,41092,72679,1,51.22,307.97,49.66,46.12
47960,41092,72679,1,41.26,325.99,55.46,46.25
47960,42049,72679,1,37.67,340.23,58.66,46.36
47960,42049,74705,1,30.55,355.77,62.51,46.54
47960,42049,74705,1,30.94,357.08,62.70,46.57
47619,42049,74705,1,30.94,357.08,64.61,46.70
47619,41231,74705,1,28.40,270.48,66.98,46.81
47619,41231,66999,1,27.48,181.43,68.57,46.97
47619,41231,66999,1,25.22,131.27,68.97,47.00
49063,41231,66999,1,20.77,76.97,71.32,47.13
49063,41917,66999,1,19.04,34.59,72.80,47.24
49063,41917,62029,1,22.14,-6.59,72.50,47.40
49063,41917,62029,1,20.65,-9.49,72.49,47.42
48980,41917,62029,1,21.48,-32.58,72.32,47.55
48980,42057,62029,1,20.68,-44.03,72.72,47.67
48980,42057,61696,1,22.06,-55.43,72.73,47.82
48980,42057,61696,1,20.20,-44.07,72.79,47.85
49751,42057,61696,1,18.23,-48.55,73.29,47.98
49751,43135,61696,1,17.26,-47.50,73.95,48.10
49751,43135,61275,1,16.43,-47.90,74.11,48.25
49751,43135,61275,1,15.33,-36.91,74.12,48.28
49621,43135,61275,1,15.45,-34.45,74.01,48.41
49621,43119,61275,1,14.34,-30.49,74.11,48.52
49621,43119,61559,1,13.58,-27.32,74.38,48.68
49621,43119,61559,1,13.13,-20.46,74.38,48.70
49234,43119,61559,1,12.30,-18.99,74.26,48.83
49234,42904,61559,1,11.80,-16.76,74.07,48.95
49234,42904,61007,1,8.81,-16.90,73.63,49.10
49234,42904,61007,1,8.67,80.23,73.54,49.13
49130,42904,61007,1,6.25,159.41,72.82,49.26
49130,43380,61007,1,3.99,223.29,71.29,49.37
49130,43380,61167,1,2.47,285.63,69.76,49.53
49130,43380,61167,1,2.66,306.10,69.59,49.55
48204,43380,61167,1,3.57,345.98,68.28,49.68
48204,43559,61167,1,3.57,345.98,69.17,49.80
48204,43559,61297,1,3.57,345.98,68.45,49.95
48204,43559,61297,1,3.57,345.98,68.31,49.98
48091,43559,61297,1,3.57,345.98,68.74,50.10
48091,43361,61297,1,3.57,345.98,68.47,50.22
48091,43361,64071,1,3.57,345.98,69.72,50.38
48091,43361,64071,1,3.57,345.98,69.90,50.40
48813,43361,64071,1,3.57,345.98,70.39,50.53
48813,43347,64071,1,3.57,345.98,69.00,50.65
48813,43347,60984,1,3.57,345.98,68.75,50.80
48813,43347,60984,1,3.57,345.98,68.60,50.83
49103,43347,60984,1,3.57,345.98,68.13,50.95
49103,44012,60984,1,3.57,345.98,67.47,51.07
49103,44012,65100,1,3.57,345.98,67.96,51.23
49103,44012,65100,1,3.57,345.98,68.03,51.26
48709,44012,65100,1,3.57,345.98,68.53,51.39
48709,43172,65100,1,3.57,345.98,68.86,51.50
48709,43172,66514,1,3.57,345.98,68.92,51.67
48709,43172,66514,1,3.57,345.98,68.92,51.69
48666,43172,66514,1,3.57,345.98,69.08,51.82
48666,43760,66514,1,3.57,345.98,69.27,51.94
48666,43760,67244,1,3.57,345.98,69.35,52.10
48666,43760,67244,1,3.57,345.98,69.40,52.13
48824,43760,67244,1,3.57,345.98,69.71,52.25
48824,43862,67244,1,3.57,345.98,69.62,52.37
48824,43862,64124,1,3.57,345.98,68.97,52.53
48824,43862,64124,1,4.59,356.62,68.90,52.56
48392,43862,64124,1,3.45,356.76,69.33,52.68
48392,43255,64124,1,2.09,351.85,69.42,52.80
48392,43255,61260,1,2.60,348.97,69.60,52.95
48392,43255,61260,1,3.62,346.27,69.71,52.98
48782,43255,61260,1,4.27,344.31,69.77,53.11
48782,43344,61260,1,6.30,342.30,70.17,53.23
48782,43344,62066,1,22.36,340.56,70.25,53.38
48782,43344,62066,1,23.66,339.82,70.32,53.41
49282,43344,62066,1,39.73,341.15,72.23,53.54
49282,43858,62066,1,53.38,342.10,72.77,53.66
49282,43858,62026,1,61.42,342.24,71.80,53.81
49282,43858,62026,1,59.09,342.00,71.61,53.84
50103,43858,62026,1,60.67,340.41,69.65,53.97
50103,43531,62026,1,62.67,338.40,67.97,54.09
50103,43531,61597,1,79.96,333.61,65.84,54.24
50103,43531,61597,1,80.78,330.71,64.98,54.27
48807,43531,61597,1,104.68,317.49,57.40,54.39
48807,42261,61597,1,105.97,295.40,53.86,54.51
48807,42261,61449,1,101.63,272.86,53.44,54.66
48807,42261,61449,1,102.82,264.02,53.20,54.69
47853,42261,61449,1,108.05,249.90,51.12,54.82
47853,41890,61449,1,111.47,239.06,48.92,54.93
47853,41890,66972,1,116.02,237.41,51.53,55.10
47853,41890,66972,1,115.90,236.66,51.71,55.12
47831,41890,66972,1,117.66,232.80,47.34,55.25
47831,41017,66972,1,120.86,230.08,43.98,55.36
47831,41017,67279,1,121.67,227.23,41.42,55.53
47831,41017,67279,1,124.36,229.96,40.99,55.55
47781,41017,67279,1,122.53,229.17,41.67,55.68
47781,40160,67279,1,122.20,228.91,40.63,55.79
47781,40160,67399,1,120.66,231.10,36.60,55.96
47781,40160,67399,1,121.69,235.27,36.29,55.98
47661,40160,67399,1,120.82,235.49,35.55,56.11
47661,40301,67399,1,119.99,235.27,35.12,56.22
47661,40301,69385,1,117.35,232.35,34.07,56.39
47661,40301,69385,1,119.14,236.07,33.74,56.42
47810,40301,69385,1,119.43,238.77,31.23,56.54
47810,40556,69385,1,121.66,242.08,28.47,56.66
47810,40556,74302,1,132.55,247.06,26.40,56.84
47810,40556,74302,1,133.29,248.86,26.05,56.86
47147,40556,74302,1,133.55,254.82,28.53,56.99
47147,40149,74302,1,127.76,256.08,30.63,57.10
47147,40149,73403,1,124.78,254.40,31.64,57.28
47147,40149,73403,1,124.64,254.59,31.68,57.30
47427,40149,73403,1,122.76,253.81,32.03,57.43
47427,40375,73403,1,122.52,253.32,31.88,57.54
47427,40375,76052,1,121.79,252.92,31.01,57.72
47427,40375,76052,1,122.29,253.59,30.97,57.75
47420,40375,76052,1,121.93,253.81,30.97,57.88
47420,40155,76052,1,122.32,254.20,30.77,57.99
47420,40155,74053,1,121.06,254.00,31.35,58.17
47420,40155,74053,1,121.46,254.38,31.35,58.19
46904,40155,74053,1,121.90,254.42,31.11,58.32
46904,40200,74053,1,121.83,254.60,31.30,58.43
46904,40200,75140,1,111.93,251.47,37.73,58.61
46904,40200,75140,1,113.61,251.94,38.97,58.64
47506,40200,75140,1,109.11,251.40,43.57,58.76
47506,40356,75140,1,106.28,252.45,45.85,58.87
47506,40356,73235,1,104.59,253.13,44.66,59.05
47506,40356,73235,1,104.42,254.31,44.56,59.08
47329,40356,73235,1,96.81,257.45,47.63,59.20
47329,40495,73235,1,83.85,261.31,55.75,59.32
47329,40495,67696,1,65.77,270.20,64.84,59.48
47329,40495,67696,1,66.45,275.51,65.94,59.51
47923,40495,67696,1,58.05,284.40,69.63,59.64
47923,41534,67696,1,53.38,293.73,73.13,59.75
47923,41534,67407,1,34.35,312.26,85.14,59.92
47923,41534,67407,1,35.87,318.88,87.25,59.94
48099,41534,67407,1,25.54,339.80,96.71,60.07
48099,41700,67407,1,24.05,252.57,102.09,60.18
48099,41700,66860,1,27.10,166.57,105.25,60.35
48099,41700,66860,1,27.40,119.98,105.75,60.37
49239,41700,66860,1,32.69,66.41,105.87,60.50
49239,42799,66860,1,33.64,26.45,106.07,60.62
49239,42799,64871,1,28.96,-7.24,110.00,60.78
49239,42799,64871,1,25.76,-8.56,110.70,60.81
50770,42799,64871,1,30.11,-26.61,110.90,60.94
50770,42597,64871,1,30.34,-36.86,111.04,61.05
50770,42597,61199,1,32.11,-46.99,110.70,61.21
50770,42597,61199,1,29.73,-36.08,110.62,61.23
50325,42597,61199,1,31.35,-41.08,110.05,61.37
50325,42804,61199,1,30.59,-39.60,109.84,61.48
50325,42804,62077,1,29.34,-38.64,109.78,61.64
50325,42804,62077,1,27.21,-28.17,109.79,61.66
50875,42804,62077,1,26.98,-26.55,109.58,61.80
50875,43248,62077,1,26.00,-22.46,109.36,61.91
50875,43248,61703,1,24.82,-18.38,109.46,62.07
50875,43248,61703,1,23.68,-11.99,109.46,62.09
50537,43248,61703,1,23.39,-8.73,109.44,62.23
50537,42617,61703,1,23.61,-4.77,109.46,62.34
50537,42617,62050,1,22.71,-1.37,109.64,62.50
50537,42617,62050,1,22.40,1.41,109.64,62.52
51103,42617,62050,1,22.57,3.61,109.48,62.66
51103,43445,62050,1,22.31,5.28,109.34,62.77
51103,43445,61349,1,21.50,7.37,109.52,62.93
51103,43445,61349,1,21.58,8.21,109.55,62.95
50738,43445,61349,1,20.24,10.51,109.07,63.09
50738,42565,61349,1,18.10,16.50,111.92,63.20
50738,42565,61806,1,15.09,15.28,113.73,63.36
50738,42565,61806,1,15.42,15.23,113.97,63.38
50728,42565,61806,1,14.74,16.74,115.73,63.52
50728,43803,61806,1,15.35,16.52,116.07,63.63
50728,43803,60554,1,14.34,6.83,114.08,63.79
50728,43803,60554,1,14.02,6.01,113.50,63.81
50664,43803,60554,1,11.15,-10.36,109.13,63.94
50664,43737,60554,1,6.99,81.52,105.68,64.06
50664,43737,60952,1,3.88,165.22,103.45,64.22
50664,43737,60952,1,3.99,213.51,103.08,64.24
49498,43737,60952,1,2.54,270.66,102.29,64.37
49498,44548,60952,1,1.91,318.58,101.58,64.49
49498,44548,62227,1,2.87,360.63,100.56,64.65
49498,44548,62227,1,3.25,359.61,100.55,64.67
48495,44548,62227,1,3.25,359.61,100.44,64.80
48495,44052,62227,1,3.25,359.61,101.10,64.92
48495,44052,61721,1,3.25,359.61,101.48,65.07
48495,44052,61721,1,3.25,359.61,101.52,65.10
48253,44052,61721,1,3.25,359.61,101.75,65.22
48253,43604,61721,1,3.25,359.61,101.74,65.34
48253,43604,64769,1,3.25,359.61,101.23,65.50
48253,43604,64769,1,3.25,359.61,101.12,65.53
48460,43604,64769,1,3.25,359.61,100.81,65.65
48460,43861,64769,1,3.25,359.61,99.54,65.77
48460,43861,64064,1,3.25,359.61,99.42,65.93
48460,43861,64064,1,3.25,359.61,99.50,65.96
48627,43861,64064,1,3.25,359.61,99.96,66.08
48627,43967,64064,1,3.25,359.61,100.13,66.20
48627,43967,64743,1,3.25,359.61,100.21,66.36
48627,43967,64743,1,3.25,359.61,100.25,66.39
48723,43967,64743,1,3.25,359.61,99.90,66.51
48723,44056,64743,1,3.25,359.61,99.01,66.63
48723,44056,63451,1,3.25,359.61,99.74,66.79
48723,44056,63451,1,3.25,359.61,99.81,66.82
48662,44056,63451,1,3.25,359.61,99.70,66.94
48662,44151,63451,1,3.25,359.61,99.72,67.06
48662,44151,65024,1,3.25,359.61,99.61,67.22
48662,44151,65024,1,3.25,359.61,99.62,67.25
48662,44151,65024,1,3.25,359.61,99.53,67.37
48662,44074,65024,1,3.25,359.61,99.43,67.49
48662,44074,67284,1,24.08,357.34,99.67,67.66
48662,44074,67284,1,19.79,352.88,99.72,67.69
48901,44074,67284,1,16.21,349.15,99.40,67.81
48901,44057,67284,1,10.04,350.22,99.13,67.93
48901,44057,66276,1,5.59,339.17,96.96,68.10
48901,44057,66276,1,5.37,336.54,96.67,68.12
48761,44057,66276,1,0.79,326.93,94.74,68.25
48761,44428,66276,1,99.58,320.20,92.42,68.37
48761,44428,62051,1,195.96,318.09,91.87,68.53
48761,44428,62051,1,149.91,319.80,91.86,68.55
48030,44428,62051,1,126.31,323.00,91.67,68.68
48030,44124,62051,1,203.08,317.11,90.91,68.80
48030,44124,61852,1,269.90,314.28,90.72,68.95
48030,44124,61852,1,203.48,315.27,90.63,68.98
48063,44124,61852,1,256.73,316.98,90.06,69.11
48063,44650,61852,1,199.87,319.31,89.73,69.23
48063,44650,67270,1,255.52,320.86,89.50,69.39
48063,44650,67270,1,284.64,321.21,89.50,69.42
48217,44650,67270,1,319.92,322.54,89.77,69.55
48217,44449,67270,1,346.59,322.63,90.00,69.66
48217,44449,67295,1,346.59,322.63,89.92,69.83
48217,44449,67295,1,346.59,322.63,89.86,69.86
48483,44449,67295,1,346.59,322.63,90.12,69.98
48483,44649,67295,1,346.59,322.63,90.49,70.10
48483,44649,66650,1,346.59,322.63,91.27,70.27
48483,44649,66650,1,294.58,320.36,91.23,70.29
48789,44649,66650,1,224.39,316.58,92.08,70.42
48789,45168,66650,1,261.91,313.21,92.47,70.54
48789,45168,64473,1,187.50,312.03,92.47,70.70
48789,45168,64473,1,137.76,311.68,92.56,70.73
48552,45168,64473,1,97.17,313.52,93.56,70.86
48552,44710,64473,1,74.30,308.40,95.06,70.98
48552,44710,61267,1,61.23,313.94,98.82,71.13
48552,44710,61267,1,56.22,312.90,99.20,71.16
47480,44710,61267,1,43.44,305.66,99.08,71.28
47480,44233,61267,1,34.20,297.07,98.55,71.40
47480,44233,60778,1,52.12,292.66,102.15,71.55
47480,44233,60778,1,59.87,291.29,102.24,71.58
47067,44233,60778,1,62.81,291.72,102.08,71.71
47067,42287,60778,1,65.21,285.14,99.92,71.82
47067,42287,61002,1,69.77,277.94,97.63,71.97
47067,42287,61002,1,79.23,272.34,97.06,72.00
46200,42287,61002,1,86.89,270.53,93.63,72.12
46200,40360,61002,1,86.12,264.05,90.53,72.23
46200,40360,67497,1,94.20,258.16,83.53,72.40
46200,40360,67497,1,102.53,255.52,82.70,72.43
46022,40360,67497,1,106.04,253.44,79.31,72.55
46022,39652,67497,1,105.58,251.85,78.98,72.66
46022,39652,74745,1,96.75,253.05,78.58,72.84
46022,39652,74745,1,98.99,254.53,78.24,72.87
45950,39652,74745,1,98.42,251.31,75.98,72.99
45950,39460,74745,1,99.99,251.20,74.30,73.10
45950,39460,74559,1,93.66,253.52,71.42,73.28
45950,39460,74559,1,95.19,256.79,71.10,73.31
46070,39460,74559,1,99.33,256.80,70.50,73.43
46070,40028,74559,1,95.85,259.02,70.30,73.54
46070,40028,73909,1,84.11,261.65,70.18,73.72
46070,40028,73909,1,79.37,264.47,70.26,73.75
45960,40028,73909,1,72.36,266.05,70.95,73.87
45960,40372,73909,1,63.65,268.33,71.37,73.98
45960,40372,74411,1,54.41,269.11,71.05,74.16
45960,40372,74411,1,57.33,270.22,70.94,74.19
46105,40372,74411,1,49.96,275.70,69.56,74.31
46105,40893,74411,1,47.36,278.12,69.01,74.42
46105,40893,75665,1,34.04,281.64,67.75,74.60
46105,40893,75665,1,30.32,282.07,67.47,74.63
46478,40893,75665,1,25.74,283.57,67.95,74.75
46478,40691,75665,1,22.59,283.14,66.07,74.87
46478,40691,73568,1,11.68,284.08,65.49,75.05
46478,40691,73568,1,11.59,284.73,65.38,75.07
46337,40691,73568,1,8.18,283.21,65.16,75.19
46337,40719,73568,1,7.00,282.15,64.48,75.31
46337,40719,73050,1,5.33,280.77,64.46,75.48
46337,40719,73050,1,8.08,281.80,64.46,75.51
46339,40719,73050,1,7.64,280.26,65.54,75.63
46339,40463,73050,1,10.68,278.49,66.20,75.75
46339,40463,73313,1,15.90,277.09,66.36,75.92
46339,40463,73313,1,21.68,277.86,66.38,75.95
46279,40463,73313,1,26.23,276.84,66.11,76.07
46279,40317,73313,1,30.51,277.60,66.35,76.18
46279,40317,73462,1,36.06,279.37,65.98,76.36
46279,40317,73462,1,38.03,279.63,66.08,76.39
46234,40317,73462,1,40.06,279.57,65.64,76.51
46234,40319,73462,1,41.55,278.84,65.69,76.62
46234,40319,72793,1,36.98,271.73,72.09,76.80
46234,40319,72793,1,40.73,272.13,73.73,76.83
47184,40319,72793,1,44.95,274.47,80.58,76.95
47184,39832,72793,1,47.68,271.91,87.90,77.06
47184,39832,63117,1,29.41,271.82,111.46,77.22
47184,39832,63117,1,37.40,275.61,115.23,77.25
47920,39832,63117,1,18.36,283.40,133.42,77.37
47920,40715,63117,1,4.08,298.83,145.73,77.48
47920,40715,61554,1,-13.49,227.91,166.77,77.64
47920,40715,61554,1,-8.59,169.36,169.61,77.66
49623,40715,61554,1,4.55,115.19,175.48,77.79
49623,41931,61554,1,23.45,78.92,179.42,77.91
49623,41931,60719,1,48.66,57.01,182.19,78.06
49623,41931,60719,1,44.24,46.67,182.58,78.09
51572,41931,60719,1,53.41,28.70,183.36,78.22
51572,42425,60719,1,59.32,22.52,185.02,78.34
51572,42425,60376,1,69.49,13.75,186.97,78.49
51572,42425,60376,1,66.10,23.13,186.79,78.52
54638,42425,60376,1,66.08,12.10,187.57,78.66
54638,45352,60376,1,68.25,15.10,190.97,78.78
54638,45352,56512,1,69.53,12.01,188.86,78.92
54638,45352,56512,1,64.64,22.98,188.41,78.95
56009,45352,56512,1,68.62,26.42,188.29,79.09
56009,46190,56512,1,68.49,30.65,189.31,79.21
56009,46190,56486,1,69.27,35.70,188.95,79.36
56009,46190,56486,1,67.14,44.87,188.97,79.38
54681,46190,56486,1,66.95,48.63,188.19,79.52
54681,46340,56486,1,65.97,51.70,187.65,79.65
54681,46340,55391,1,65.72,55.47,186.28,79.79
54681,46340,55391,1,64.93,60.32,186.10,79.82
51660,46340,55391,1,64.54,61.83,185.00,79.95
51660,47048,55391,1,64.57,63.52,183.04,80.07
51660,47048,55354,1,70.26,65.98,174.61,80.22
51660,47048,55354,1,71.30,67.27,172.63,80.24
52085,47048,55354,1,74.58,66.38,165.18,80.38
52085,46772,55354,1,75.55,65.09,158.40,80.50
52085,46772,55982,1,76.54,59.87,149.58,80.64
52085,46772,55982,1,76.72,58.48,147.91,80.67
53577,46772,55982,1,80.67,53.01,138.07,80.81
53577,47285,55982,1,84.27,38.71,129.84,80.93
53577,47285,54801,1,87.58,122.20,121.70,81.07
53577,47285,54801,1,87.31,170.85,120.31,81.10
56074,47285,54801,1,91.56,220.66,112.61,81.24
56074,45553,54801,1,92.39,255.57,106.61,81.37
56074,45553,61690,1,93.15,285.63,99.45,81.52
56074,45553,61690,1,92.44,286.19,98.35,81.55
55038,45553,61690,1,93.28,305.85,90.75,81.69
55038,44642,61690,1,93.45,313.48,84.15,81.81
55038,44642,61577,1,91.13,319.46,77.88,81.96
55038,44642,61577,1,90.11,309.66,77.00,81.99
51953,44642,61577,1,90.12,310.87,72.54,82.12
51953,44341,61577,1,90.03,308.92,69.21,82.24
51953,44341,64068,1,90.56,306.74,64.00,82.40
51953,44341,64068,1,90.71,298.25,63.22,82.43
49999,44341,64068,1,92.37,298.13,61.01,82.56
49999,44293,64068,1,88.95,295.91,58.37,82.68
49999,44293,66487,1,87.40,290.46,55.50,82.84
49999,44293,66487,1,88.20,285.27,54.81,82.87
49055,44293,66487,1,87.73,283.74,52.86,83.00
49055,43114,66487,1,82.86,282.44,51.81,83.12
49055,43114,76337,1,77.89,283.36,51.79,83.30
49055,43114,76337,1,74.46,281.58,51.71,83.33
48839,43114,76337,1,66.31,282.81,50.66,83.46
48839,42381,76337,1,56.31,283.56,50.14,83.57
48839,42381,72734,1,47.24,279.84,48.88,83.75
48839,42381,72734,1,45.83,279.34,48.76,83.77
48608,42381,72734,1,41.12,277.91,49.34,83.90
48608,42674,72734,1,36.02,277.26,49.98,84.02
48608,42674,75058,1,33.35,275.53,50.68,84.20
48608,42674,75058,1,37.40,276.22,50.72,84.23
48665,42674,75058,1,37.12,275.28,50.35,84.35
48665,42534,75058,1,37.01,275.76,50.25,84.47
48665,42534,71145,1,37.80,274.93,50.17,84.64
48665,42534,71145,1,40.48,275.77,50.17,84.67
48446,42534,71145,1,42.47,275.52,50.44,84.80
48446,42688,71145,1,44.30,275.88,50.37,84.91
48446,42688,75319,1,46.73,276.06,50.21,85.10
48446,42688,75319,1,47.76,276.68,50.14,85.12
49180,42688,75319,1,47.88,277.20,50.00,85.25
49180,42840,75319,1,47.59,277.97,50.23,85.37
49180,42840,73238,1,49.01,278.40,49.86,85.55
49180,42840,73238,1,48.60,278.65,49.87,85.57
48903,42840,73238,1,48.92,278.78,50.01,85.70
48903,42605,73238,1,49.72,278.88,49.86,85.82
48903,42605,74103,1,48.78,278.04,50.06,86.00
