"A","B","C","G","","","","","",""
"29763","43198","31758","1","346.81","4.64","42.77","55.68","",""
"29763","43198","31758","1","347.07","4.52","42.80","55.71","",""
"29633","43198","31758","1","347.70","4.33","42.86","55.80","",""
"29633","44999","31758","1","347.69","4.26","42.98","55.92","",""
"29633","44999","31878","1","347.76","4.31","43.17","56.01","",""
"29633","44999","31878","1","347.62","4.22","43.21","56.04","",""
"29720","44999","31878","1","347.41","4.33","43.34","56.13","",""
"29720","43341","31878","1","347.67","3.87","43.62","56.24","",""
"29720","43341","31932","1","347.78","4.21","43.77","56.34","",""
"29720","43341","31932","1","347.91","4.16","43.83","56.36","",""
"29606","43341","31932","1","347.98","4.35","43.95","56.45","",""
"29606","43213","31932","1","348.04","4.24","44.05","56.57","",""
"29606","43213","31891","1","347.72","4.30","44.22","56.66","",""
"29606","43213","31891","1","347.88","4.30","44.28","56.69","",""
"29987","43213","31891","1","347.77","4.05","44.51","56.78","",""
"29987","43675","31891","1","347.98","3.93","44.64","56.89","",""
"29987","43675","31145","1","349.65","4.01","44.84","56.98","",""
"29987","43675","31145","1","349.88","4.03","44.90","57.01","",""
"29597","43675","31145","1","350.42","3.97","45.09","57.10","",""
"29597","44753","31145","1","349.88","3.84","45.22","57.22","",""
"29597","44753","31301","1","351.77","3.96","45.48","57.31","",""
"29597","44753","31301","1","351.82","4.01","45.65","57.34","",""
"29952","44753","31301","1","351.74","3.99","45.85","57.43","",""
"29952","43331","31301","1","356.71","3.94","46.15","57.54","",""
"29952","43331","31095","1","354.90","4.10","46.28","57.63","",""
"29952","43331","31095","1","354.53","4.25","46.30","57.66","",""
"29835","43331","31095","1","355.97","4.12","46.60","57.75","",""
"29835","43226","31095","1","354.62","4.43","46.64","57.86","",""
"29835","43226","31388","1","352.43","4.36","46.74","57.96","",""
"29835","43226","31388","1","352.15","4.27","46.78","57.98","",""
"29772","43226","31388","1","351.59","4.35","46.88","58.07","",""
"29772","43546","31388","1","350.24","4.55","46.88","58.19","",""
"29772","43546","30728","1","350.73","4.39","47.03","58.28","",""
"29772","43546","30728","1","351.04","4.35","47.08","58.31","",""
"29620","43546","30728","1","350.84","4.14","47.21","58.39","",""
"29620","45999","30728","1","350.21","4.01","47.40","58.52","",""
"29620","45999","31248","1","350.14","4.16","47.52","58.61","",""
"29620","45999","31248","1","350.53","4.16","47.57","58.63","",""
"29951","45999","31248","1","350.62","4.04","47.74","58.72","",""
"29951","43390","31248","1","350.72","3.82","47.86","58.84","",""
"29951","43390","31430","1","351.00","3.84","47.99","58.93","",""
"29951","43390","31430","1","351.32","3.85","48.03","58.96","",""
"29609","43390","31430","1","351.59","3.87","48.13","59.05","",""
"29609","43061","31430","1","351.41","4.21","48.33","59.16","",""
"29609","43061","31685","1","351.23","4.33","48.40","59.26","",""
"29609","43061","31685","1","351.31","4.28","48.46","59.28","",""
"29928","43061","31685","1","351.59","4.75","49.69","59.37","",""
"29928","46928","31685","1","351.73","4.56","49.87","59.50","",""
"29928","46928","31360","1","352.16","4.58","50.28","59.59","",""
"29928","46928","31360","1","353.28","4.57","50.49","59.61","",""
"29828","46928","31360","1","352.78","4.39","50.58","59.70","",""
"29828","48060","31360","1","352.78","4.18","50.76","59.83","",""
"29828","48060","31171","1","352.54","4.36","50.87","59.92","",""
"29828","48060","31171","1","352.83","4.48","51.06","59.95","",""
"29544","48060","31171","1","352.67","4.48","51.18","60.04","",""
"29544","48561","31171","1","353.07","4.03","51.38","60.16","",""
"29544","48561","31825","1","353.80","4.59","51.92","60.26","",""
"29544","48561","31825","1","354.06","4.70","52.04","60.28","",""
"29983","48561","31825","1","353.35","4.53","52.00","60.37","",""
"29983","47924","31825","1","352.99","4.32","52.24","60.50","",""
"29983","47924","31600","1","351.74","3.88","51.95","60.59","",""
"29983","47924","31600","1","351.95","3.97","52.04","60.62","",""
"29995","47924","31600","1","352.13","4.11","52.14","60.70","",""
"29995","46423","31600","1","352.30","4.28","52.34","60.83","",""
"29995","46423","31303","1","352.15","4.56","52.46","60.92","",""
"29995","46423","31303","1","352.43","4.63","52.54","60.95","",""
"29817","46423","31303","1","352.67","4.61","52.66","61.03","",""
"29817","48176","31303","1","352.50","4.78","52.81","61.16","",""
"29817","48176","32362","1","352.58","5.01","52.95","61.26","",""
"29817","48176","32362","1","352.58","4.96","53.01","61.28","",""
"30066","48176","32362","1","352.49","4.99","53.20","61.37","",""
"30066","47957","32362","1","352.71","5.14","53.35","61.50","",""
"30066","47957","32512","1","352.50","5.21","53.49","61.59","",""
"30066","47957","32512","1","352.48","5.17","53.53","61.62","",""
"29817","47957","32512","1","352.16","5.04","53.65","61.71","",""
"29817","48264","32512","1","352.08","5.03","53.82","61.83","",""
"29817","48264","31768","1","352.18","5.00","54.01","61.93","",""
"29817","48264","31768","1","352.42","4.92","54.06","61.95","",""
"30084","48264","31768","1","352.58","4.64","54.20","62.04","",""
"30084","47125","31768","1","352.53","4.44","54.40","62.17","",""
"30084","47125","31894","1","352.58","4.25","54.53","62.26","",""
"30084","47125","31894","1","352.52","4.21","54.55","62.29","",""
"29773","47125","31894","1","352.60","3.87","54.75","62.37","",""
"29773","48666","31894","1","352.74","4.13","54.90","62.50","",""
"29773","48666","31838","1","352.95","4.13","55.05","62.59","",""
"29773","48666","31838","1","352.89","4.23","55.07","62.62","",""
"30164","48666","31838","1","352.92","4.28","55.24","62.71","",""
"30164","49160","31838","1","353.25","4.36","55.38","62.84","",""
"30164","49160","32340","1","353.26","4.41","55.44","62.93","",""
"30164","49160","32340","1","353.11","4.47","55.47","62.96","",""
"30046","49160","32340","1","353.40","4.46","55.67","63.05","",""
"30046","47970","32340","1","353.27","4.14","55.81","63.18","",""
"30046","47970","32530","1","353.19","4.06","55.97","63.27","",""
"30046","47970","32530","1","353.18","4.21","56.00","63.30","",""
"29906","47970","32530","1","353.01","4.41","56.15","63.38","",""
"29906","48152","32530","1","353.55","4.57","56.43","63.51","",""
"29906","48152","31781","1","353.53","4.32","56.52","63.60","",""
"29906","48152","31781","1","353.34","4.37","56.52","63.63","",""
"30308","48152","31781","1","353.29","4.24","56.66","63.72","",""
"30308","51769","31781","1","353.22","4.26","56.97","63.85","",""
"30308","51769","32660","1","353.15","4.37","57.23","63.95","",""
"30308","51769","32660","1","353.13","4.39","57.28","63.98","",""
"30277","51769","32660","1","352.93","4.43","57.40","64.07","",""
"30277","52797","32660","1","352.97","4.99","57.65","64.20","",""
"30277","52797","31875","1","352.88","5.18","57.72","64.29","",""
"30277","52797","31875","1","352.81","5.06","57.75","64.32","",""
"30120","52797","31875","1","352.82","5.03","57.87","64.41","",""
"30120","50258","31875","1","352.87","4.95","58.22","64.54","",""
"30120","50258","31894","1","352.58","4.86","58.40","64.63","",""
"30120","50258","31894","1","352.53","4.77","58.45","64.66","",""
"30108","50258","31894","1","352.44","4.79","58.59","64.75","",""
"30108","50233","31894","1","352.87","4.41","58.70","64.88","",""
"30108","50233","31870","1","352.99","4.21","58.88","64.97","",""
"30108","50233","31870","1","353.01","4.25","58.91","65.00","",""
"30138","50233","31870","1","352.73","4.17","59.08","65.09","",""
"30138","50725","31870","1","352.71","3.81","59.40","65.22","",""
"30138","50725","31514","1","352.63","4.00","59.53","65.31","",""
"30138","50725","31514","1","352.74","4.06","59.58","65.34","",""
"30038","50725","31514","1","352.76","4.18","59.66","65.43","",""
"30038","49595","31514","1","352.72","4.80","59.88","65.56","",""
"30038","49595","31919","1","351.86","4.76","59.96","65.65","",""
"30038","49595","31919","1","352.22","4.44","60.00","65.68","",""
"30267","49595","31919","1","352.45","4.29","60.13","65.77","",""
"30267","54685","31919","1","353.08","4.45","60.40","65.91","",""
"30267","54685","32333","1","354.16","4.65","60.57","66.00","",""
"30267","54685","32333","1","354.22","4.60","60.62","66.03","",""
"30437","54685","32333","1","354.07","4.41","60.72","66.12","",""
"30437","51695","32333","1","353.87","4.39","60.92","66.25","",""
"30437","51695","32579","1","353.87","4.53","61.10","66.35","",""
"30437","51695","32579","1","353.70","4.57","61.16","66.37","",""
"30398","51695","32579","1","353.56","4.33","61.39","66.46","",""
"30398","52767","32579","1","353.79","4.53","61.59","66.60","",""
"30398","52767","32118","1","354.48","4.81","61.90","66.69","",""
"30398","52767","32118","1","354.63","4.95","61.95","66.72","",""
"30037","52767","32118","1","354.74","4.80","61.46","66.81","",""
"30037","54102","32118","1","357.68","5.17","61.63","66.95","",""
"30037","54102","31587","1","357.38","5.06","61.71","67.04","",""
"30037","54102","31587","1","357.11","5.06","61.83","67.06","",""
"30736","54102","31587","1","358.33","5.64","62.26","67.16","",""
"30736","52111","31587","1","358.10","6.17","62.53","67.29","",""
"30736","52111","32498","1","358.43","7.16","63.07","67.38","",""
"30736","52111","32498","1","358.27","7.32","63.09","67.41","",""
"31885","52111","32498","1","359.50","7.32","63.42","67.50","",""
"31885","51285","32498","1","267.64","8.59","62.58","67.64","",""
"31885","51285","30566","1","282.84","7.73","62.60","67.73","",""
"31885","51285","30566","1","299.02","7.52","62.84","67.75","",""
"32157","51285","30566","1","306.09","7.41","62.83","67.85","",""
"32157","48936","30566","1","223.48","7.17","63.35","67.98","",""
"32157","48936","30824","1","155.62","7.59","63.88","68.07","",""
"32157","48936","30824","1","116.48","7.51","63.98","68.09","",""
"31900","48936","30824","1","68.29","7.37","63.08","68.19","",""
"31900","48454","30824","1","24.47","7.82","64.66","68.31","",""
"31900","48454","31260","1","-4.09","7.33","64.23","68.40","",""
"31900","48454","31260","1","71.26","7.14","64.17","68.43","",""
"32157","48454","31260","1","41.17","7.80","65.23","68.52","",""
"32157","48906","31260","1","9.89","8.99","66.06","68.65","",""
"32157","48906","31135","1","-7.27","8.53","66.12","68.74","",""
"32157","48906","31135","1","-9.53","8.33","66.10","68.77","",""
"32865","48906","31135","1","-22.42","7.96","66.27","68.87","",""
"32865","49978","31135","1","-37.00","7.29","66.56","69.00","",""
"32865","49978","30630","1","-39.87","6.76","66.82","69.09","",""
"32865","49978","30630","1","-33.74","6.64","66.94","69.11","",""
"32203","49978","30630","1","-37.36","6.55","67.08","69.21","",""
"32203","54078","30630","1","-41.77","6.90","67.83","69.34","",""
"32203","54078","31195","1","-38.56","6.65","67.92","69.44","",""
"32203","54078","31195","1","-31.39","6.57","67.89","69.46","",""
"32004","54078","31195","1","-29.26","6.50","68.10","69.56","",""
"32004","48603","31195","1","-27.99","5.71","68.75","69.68","",""
"32004","48603","31011","1","-25.34","5.94","68.77","69.77","",""
"32004","48603","31011","1","-20.34","6.13","68.81","69.80","",""
"32200","48603","31011","1","-17.90","6.13","69.32","69.89","",""
"32200","46522","31011","1","-15.56","6.01","69.65","70.02","",""
"32200","46522","30285","1","-12.44","6.27","69.94","70.11","",""
"32200","46522","30285","1","-9.60","6.42","70.05","70.13","",""
"31568","46522","30285","1","-8.11","6.70","70.69","70.23","",""
"31568","48508","30285","1","-6.94","7.19","70.68","70.35","",""
"31568","48508","30645","1","-5.21","6.99","71.83","70.44","",""
"31568","48508","30645","1","-2.93","6.79","72.07","70.47","",""
"32229","48508","30645","1","-2.35","6.93","72.04","70.56","",""
"32229","48551","30645","1","-1.19","7.01","72.36","70.69","",""
"32229","48551","31185","1","-0.23","6.98","72.43","70.78","",""
"32229","48551","31185","1","0.19","7.01","72.43","70.81","",""
"32156","48551","31185","1","0.78","7.06","72.49","70.90","",""
"32156","49049","31185","1","1.30","7.42","72.52","71.03","",""
"32156","49049","31117","1","1.47","6.89","72.62","71.12","",""
"32156","49049","31117","1","1.52","6.90","72.63","71.15","",""
"32241","49049","31117","1","0.95","6.73","72.70","71.24","",""
"32241","49097","31117","1","1.68","6.93","72.71","71.37","",""
"32241","49097","30799","1","1.61","6.89","72.84","71.46","",""
"32241","49097","30799","1","1.71","6.97","72.86","71.49","",""
"31891","49097","30799","1","1.35","7.16","72.94","71.58","",""
"31891","47796","30799","1","1.61","7.28","73.06","71.70","",""
"31891","47796","30627","1","0.71","6.91","72.98","71.80","",""
"31891","47796","30627","1","0.51","6.83","72.90","71.82","",""
"31618","47796","30627","1","0.14","6.98","72.71","71.91","",""
"31618","47967","30627","1","90.99","6.48","72.38","72.04","",""
"31618","47967","30974","1","76.04","7.05","72.09","72.13","",""
"31618","47967","30974","1","61.04","7.25","71.77","72.16","",""
"31581","47967","30974","1","130.52","6.57","71.00","72.25","",""
"31581","47132","30974","1","202.48","5.98","71.16","72.37","",""
"31581","47132","30937","1","257.09","6.12","70.51","72.46","",""
"31581","47132","30937","1","284.70","6.21","70.39","72.49","",""
"31390","47132","30937","1","323.12","6.59","70.13","72.58","",""
"31390","48485","30937","1","363.78","6.94","70.00","72.71","",""
"31390","48485","31093","1","363.78","6.94","69.68","72.80","",""
"31390","48485","31093","1","363.78","6.94","69.50","72.83","",""
"31260","48485","31093","1","363.78","6.94","69.05","72.92","",""
"31260","47425","31093","1","363.78","6.94","67.97","73.04","",""
"31260","47425","31973","1","363.78","6.94","67.26","73.13","",""
"31260","47425","31973","1","363.78","6.94","67.14","73.16","",""
"30343","47425","31973","1","363.78","6.94","67.11","73.25","",""
"30343","46352","31973","1","363.78","6.94","66.96","73.37","",""
"30343","46352","31409","1","363.78","6.94","66.30","73.46","",""
"30343","46352","31409","1","363.78","6.94","66.12","73.49","",""
"30316","46352","31409","1","363.78","6.94","66.10","73.58","",""
"30316","48879","31409","1","363.78","6.94","65.92","73.71","",""
"30316","48879","32160","1","363.78","6.94","65.83","73.80","",""
"30316","48879","32160","1","363.78","6.94","65.74","73.82","",""
"30508","48879","32160","1","363.78","6.94","65.00","73.91","",""
"30508","48317","32160","1","363.78","6.94","64.32","74.04","",""
"30508","48317","31963","1","363.78","6.94","63.64","74.13","",""
"30508","48317","31963","1","363.78","6.94","63.51","74.16","",""
"30445","48317","31963","1","363.78","6.94","61.75","74.25","",""
"30445","46951","31963","1","363.78","6.94","60.97","74.37","",""
"30445","46951","31433","1","363.78","6.94","60.70","74.46","",""
"30445","46951","31433","1","363.78","6.94","60.45","74.49","",""
"30313","46951","31433","1","363.78","6.94","59.82","74.58","",""
"30313","48859","31433","1","363.78","6.94","59.26","74.70","",""
"30313","48859","32087","1","363.78","6.94","58.51","74.80","",""
"30313","48859","32087","1","363.78","6.94","58.31","74.82","",""
"30750","48859","32087","1","363.78","6.94","58.29","74.91","",""
"30750","48136","32087","1","363.78","6.94","58.16","75.04","",""
"30750","48136","31863","1","363.78","6.94","57.87","75.13","",""
"30750","48136","31863","1","363.78","6.94","57.88","75.16","",""
"30808","48136","31863","1","363.78","6.94","57.35","75.25","",""
"30808","49403","31863","1","363.78","6.94","57.28","75.37","",""
"30808","49403","31860","1","363.78","6.94","57.00","75.47","",""
"30808","49403","31860","1","363.78","6.94","56.87","75.49","",""
