"A","B","C","G"
"31512","40274","51835","0"
"31389","40274","51835","0"
"31389","39697","51835","0"
"31389","39697","52147","0"
"31389","39697","52147","0"
"31456","39697","52147","0"
"31456","39481","52147","0"
"31456","39481","51436","0"
"31456","39481","51436","0"
"31310","39481","51436","0"
"31310","39483","51436","0"
"31310","39483","52272","0"
"31310","39483","52272","0"
"30991","39483","52272","0"
"30991","40262","52272","0"
"30991","40262","52445","0"
"30991","40262","52445","0"
"31195","40262","52445","0"
"31195","40460","52445","0"
"31195","40460","52463","0"
"31195","40460","52463","0"
"30943","40460","52463","0"
"30943","39778","52463","0"
"30943","39778","52422","0"
"30943","39778","52422","0"
"31562","39778","52422","0"
"31562","40156","52422","0"
"31562","40156","52331","0"
"31562","40156","52331","0"
"31249","40156","52331","0"
"31249","39752","52331","0"
"31249","39752","52722","0"
"31249","39752","52722","0"
"31536","39752","52722","0"
"31536","39839","52722","0"
"31536","39839","52110","0"
"31536","39839","52110","0"
"31465","39839","52110","0"
"31465","39329","52110","0"
"31465","39329","53207","0"
"31465","39329","53207","0"
"31522","39329","53207","0"
"31522","39918","53207","0"
"31522","39918","52229","0"
"31522","39918","52229","0"
"31479","39918","52229","0"
"31479","39569","52229","0"
"31479","39569","53340","0"
"31479","39569","53340","0"
"31745","39569","53340","0"
"31745","40115","53340","0"
"31745","40115","52336","0"
"31745","40115","52336","0"
"31480","40115","52336","0"
"31480","40083","52336","0"
"31480","40083","52765","0"
"31480","40083","52765","0"
"31510","40083","52765","0"
"31510","40260","52765","0"
"31510","40260","52436","0"
"31510","40260","52436","0"
"31186","40260","52436","0"
"31186","40161","52436","0"
"31186","40161","52853","0"
"31186","40161","52853","0"
"31347","40161","52853","0"
"31347","40498","52853","0"
"31347","40498","52358","0"
"31347","40498","52358","0"
"31077","40498","52358","0"
"31077","40408","52358","0"
"31077","40408","52696","0"
"31077","40408","52696","0"
"31259","40408","52696","0"
"31259","40212","52696","0"
"31259","40212","52330","0"
"31259","40212","52330","0"
"31179","40212","52330","0"
"31179","39865","52330","0"
"31179","39865","52813","0"
"31179","39865","52813","0"
"31559","39865","52813","0"
"31559","40546","52813","0"
"31559","40546","52485","0"
"31559","40546","52485","0"
"31049","40546","52485","0"
"31049","40802","52485","0"
"31049","40802","52797","0"
"31049","40802","52797","0"
"31392","40802","52797","0"
"31392","39780","52797","0"
"31392","39780","52662","0"
"31392","39780","52662","0"
"30993","39780","52662","0"
"30993","39988","52662","0"
"30993","39988","52701","0"
"30993","39988","52701","0"
"31337","39988","52701","0"
"31337","40068","52701","0"
"31337","40068","52464","0"
"31337","40068","52464","0"
"31055","40068","52464","0"
"31055","40370","52464","0"
"31055","40370","52733","0"
"31055","40370","52733","0"
"31230","40370","52733","0"
"31230","40433","52733","0"
"31230","40433","52675","0"
"31230","40433","52675","0"
"31011","40433","52675","0"
"31011","40633","52675","0"
"31011","40633","53024","0"
"31011","40633","53024","0"
"31227","40633","53024","0"
"31227","39753","53024","0"
"31227","39753","53107","0"
"31227","39753","53107","0"
"31003","39753","53107","0"
"31003","39888","53107","0"
"31003","39888","53034","0"
"31003","39888","53034","0"
"31221","39888","53034","0"
"31221","39495","53034","0"
"31221","39495","52646","0"
"31221","39495","52646","0"
"30958","39495","52646","0"
"30958","39952","52646","0"
"30958","39952","52717","0"
"30958","39952","52717","0"
"31162","39952","52717","0"
"31162","39823","52717","0"
"31162","39823","52467","0"
"31162","39823","52467","0"
"31054","39823","52467","0"
"31054","39900","52467","0"
"31054","39900","52808","0"
"31054","39900","52808","0"
"31356","39900","52808","0"
"31356","39484","52808","0"
"31356","39484","52451","0"
"31356","39484","52451","0"
"31249","39484","52451","0"
"31249","39136","52451","0"
"31539","45664","53168","0"
"31539","45664","53436","0"
"31539","45664","53436","0"
"31281","45664","53436","0"
"31281","45808","53436","0"
"31281","45808","54608","0"
"31281","45808","54608","0"
"31213","45808","54608","0"
"31213","44023","54608","0"
"31213","44023","54709","0"
"31213","44023","54709","0"
"31373","44023","54709","0"
"31373","46207","54709","0"
"31373","46207","54722","0"
"31373","46207","54722","0"
"30964","46207","54722","0"
"30964","45743","54722","0"
"30964","45743","54612","0"
"30964","45743","54612","0"
"31135","45743","54612","0"
"31135","46266","54612","0"
"31135","46266","55245","0"
"31135","46266","55245","0"
"31269","46266","55245","0"
"31269","46372","55245","0"
"31269","46372","55351","0"
"31269","46372","55351","0"
"31251","46372","55351","0"
"31251","46124","55351","0"
"31251","46124","54165","0"
"31251","46124","54165","0"
"30929","46124","54165","0"
"30929","45296","54165","0"
"30929","45296","55069","0"
"30929","45296","55069","0"
"31356","45296","55069","0"
"31356","46051","55069","0"
"31356","46051","53169","0"
"31356","46051","53169","0"
"30644","46051","53169","0"
"30644","46149","53169","0"
"30644","46149","53518","0"
"30644","46149","53518","0"
"30609","46149","53518","0"
"30609","45960","53518","0"
"30609","45960","53876","0"
"30609","45960","53876","0"
"31308","45960","53876","0"
"31308","47384","53876","0"
"31308","47384","53268","0"
"31308","47384","53268","0"
"30894","47384","53268","0"
"30894","47708","53268","0"
"30894","47708","52466","0"
"30894","47708","52466","0"
"31406","47708","52466","0"
"31406","47403","52466","0"
"31406","47403","52720","0"
"31406","47403","52720","0"
"30649","47403","52720","0"
"30649","47300","52720","0"
"30649","47300","53158","0"
"30649","47300","53158","0"
"31574","47300","53158","0"
"31574","47277","53158","0"
"31574","47277","52664","0"
"31574","47277","52664","0"
"30911","47277","52664","0"
"30911","47706","52664","0"
"30911","47706","52744","0"
"30911","47706","52744","0"
"31376","47706","52744","0"
"31376","47440","52744","0"
"31376","47440","53498","0"
"31376","47440","53498","0"
"31015","47440","53498","0"
"31015","47143","53498","0"
"31015","47143","52844","0"
"31015","47143","52844","0"
"31382","47143","52844","0"
"31382","47429","52844","0"
"31382","47429","52470","0"
"31382","47429","52470","0"
"31256","47429","52470","0"
"31256","47460","52470","0"
"31256","47460","52421","0"
"31256","47460","52421","0"
"31380","47460","52421","0"
"31380","47392","52421","0"
"31380","47392","53108","0"
"31380","47392","53108","0"
"31172","47392","53108","0"
"31172","47611","53108","0"
"31172","47611","52937","0"
"31172","47611","52937","0"
"31212","47611","52937","0"
"31212","46875","52937","0"
"31212","46875","52463","0"
"31212","46875","52463","0"
"31220","46875","52463","0"
"31220","47526","52463","0"
"31220","47526","52398","0"
"31220","47526","52398","0"
"31378","47526","52398","0"
"31378","47351","52398","0"
"31378","47351","53053","0"
"31378","47351","53053","0"
"31165","47351","53053","0"
"31165","47078","53053","0"
"31165","47078","52834","0"
"31165","47078","52834","0"
"31465","47078","52834","0"
"31465","47322","52834","0"
"31465","47322","52488","0"
"31465","47322","52488","0"
"31212","47322","52488","0"
"31212","47533","52488","0"
"31212","47533","52402","0"
"31212","47533","52402","0"
"31364","47533","52402","0"
"31364","47396","52402","0"
"31364","47396","53122","0"
"31364","47396","53122","0"
"31113","47396","53122","0"
"31113","47023","53122","0"
"31113","47023","52869","0"
"31113","47023","52869","0"
"31417","47023","52869","0"
"31417","47378","52869","0"
"31417","47378","53163","0"
"31417","47378","53163","0"
"31572","47378","53163","0"
"31572","47550","53163","0"
"31572","47550","52659","0"
"31572","47550","52659","0"
"30913","47550","52659","0"
"30913","47670","52659","0"
"30913","47670","53200","0"
"30913","47670","53200","0"
"31565","47670","53200","0"
"31565","47280","53200","0"
"31565","47280","52622","0"
"31565","47280","52622","0"
"31401","47280","52622","0"
"31401","47287","52622","0"
"31401","47287","54428","0"
"31401","47287","54428","0"
"32048","47287","54428","0"
"32048","53737","54428","0"
"32048","53737","56763","0"
"32048","53737","56763","0"
"32163","53737","56763","0"
"32163","53030","56763","0"
"32163","53030","56089","0"
"32163","53030","56089","0"
"32272","53030","56089","0"
"32272","52461","56089","0"
"32272","52461","56435","0"
"32272","52461","56435","0"
"31911","52461","56435","0"
"31911","54237","56435","0"
"31911","54237","56678","0"
"31911","54237","56678","0"
"32248","54237","56678","0"
"32248","53322","56678","0"
"32248","53322","56143","0"
"32248","53322","56143","0"
"32252","53322","56143","0"
"32252","52206","56143","0"
"32252","52206","56407","0"
"32252","52206","56407","0"
"31928","52206","56407","0"
"31928","54164","56407","0"
"31928","54164","57215","0"
"31928","54164","57215","0"
"32253","54164","57215","0"
"32253","53168","57215","0"
"32253","53168","57454","0"
"32253","53168","57454","0"
"32284","53168","57454","0"
"32284","54379","57454","0"
"32284","54379","57651","0"
"32284","54379","57651","0"
"32242","54379","57651","0"
"32242","53043","57651","0"
"32242","53043","56924","0"
"32242","53043","56924","0"
"32303","53043","56924","0"
"32303","52434","56924","0"
"32303","52434","57538","0"
"32303","52434","57538","0"
"32131","52434","57538","0"
"32131","52797","57538","0"
"32131","52797","57171","0"
"32131","52797","57171","0"
"32310","52797","57171","0"
"32310","52214","57171","0"
"32310","52214","57942","0"
"32310","52214","57942","0"
"32349","52214","57942","0"
"32349","51536","57942","0"
"32349","51536","59641","0"
"32349","51536","59641","0"
"32606","51536","59641","0"
"32606","53634","59641","0"
"32606","53634","58714","0"
"32606","53634","58714","0"
"32047","53634","58714","0"
"32047","53183","58714","0"
"32047","53183","59131","0"
"32047","53183","59131","0"
"32513","53183","59131","0"
"32513","52387","59131","0"
"32513","52387","60797","0"
"32513","52387","60797","0"
"32319","52387","60797","0"
"32319","53652","60797","0"
"32319","53652","58861","0"
"32319","53652","58861","0"
"31906","53652","58861","0"
"31906","54048","58861","0"
"31906","54048","59011","0"
"31906","54048","59011","0"
"32435","54048","59011","0"
"32435","52443","59011","0"
"32435","52443","60788","0"
"32435","52443","60788","0"
"32418","52443","60788","0"
"32418","53564","60788","0"
"32418","53564","58846","0"
"32418","53564","58846","0"
"32192","53564","58846","0"
"32192","53722","58846","0"
"32192","53722","59111","0"
"32192","53722","59111","0"
"32754","53722","59111","0"
"32754","52329","59111","0"
"32754","52329","60492","0"
"32754","52329","60492","0"
"32421","52329","60492","0"
"32421","53567","60492","0"
"32421","53567","58825","0"
"32421","53567","58825","0"
"31835","53567","58825","0"
"31835","54474","58825","0"
"31835","54474","59524","0"
"31835","54474","59524","0"
"32638","54474","59524","0"
"32638","52745","59524","0"
"32638","52745","60266","0"
"32638","52745","60266","0"
"32774","52745","60266","0"
"32774","52349","60266","0"
"32774","52349","58843","0"
"32774","52349","58843","0"
"32145","52349","58843","0"
"32145","50385","58843","0"
"32145","50385","60087","0"
"32145","50385","60087","0"
"32652","50385","60087","0"
"32652","50838","60087","0"
"32652","50838","58899","0"
"32652","50838","58899","0"
"32532","50838","58899","0"
"32532","50788","58899","0"
"32457","47144","59280","0"
"32457","47144","59197","0"
"32457","47144","59197","0"
"32767","47144","59197","0"
"32767","49077","59197","0"
"32767","49077","60748","0"
"32767","49077","60748","0"
"32763","49077","60748","0"
"32763","49813","60748","0"
"32763","49813","62742","0"
"32763","49813","62742","0"
"32561","49813","62742","0"
"32561","48091","62742","0"
"32561","48091","64509","0"
"32561","48091","64509","0"
"32952","48091","64509","0"
"32952","48972","64509","0"
"32952","48972","63800","0"
"32952","48972","63800","0"
"33225","48972","63800","0"
"33225","47024","63800","0"
"33225","47024","62858","0"
"33225","47024","62858","0"
"33030","47024","62858","0"
"33030","48497","62858","0"
"33030","48497","62329","0"
"33030","48497","62329","0"
"33219","48497","62329","0"
"33219","48168","62329","0"
"33219","48168","62559","0"
"33219","48168","62559","0"
"32917","48168","62559","0"
"32917","48625","62559","0"
"32917","48625","64195","0"
"32917","48625","64195","0"
"32873","48625","64195","0"
"32873","50556","64195","0"
"32873","50556","63214","0"
"32873","50556","63214","0"
"33192","50556","63214","0"
"33192","48729","63214","0"
"33192","48729","64803","0"
"33192","48729","64803","0"
"33362","48729","64803","0"
"33362","49121","64803","0"
"33362","49121","64542","0"
"33362","49121","64542","0"
"32899","49121","64542","0"
"32899","50211","64542","0"
"32899","50211","62928","0"
"32899","50211","62928","0"
"32695","50211","62928","0"
"32695","48434","62928","0"
"32695","48434","63460","0"
"32695","48434","63460","0"
"33248","48434","63460","0"
"33248","48045","63460","0"
"33248","48045","64780","0"
"33248","48045","64780","0"
"33023","48045","64780","0"
"33023","49809","64780","0"
"33023","49809","61746","0"
"33023","49809","61746","0"
"32787","49809","61746","0"
"32787","49459","61746","0"
"32787","49459","63547","0"
"32787","49459","63547","0"
"32848","49459","63547","0"
"32848","50678","63547","0"
"32848","50678","63686","0"
"32848","50678","63686","0"
"32967","50678","63686","0"
"32967","48854","63686","0"
"32967","48854","64439","0"
"32967","48854","64439","0"
"32869","48854","64439","0"
"32869","49907","64439","0"
"32869","49907","64178","0"
"32869","49907","64178","0"
"32868","49907","64178","0"
"32868","51051","64178","0"
"32868","51051","64440","0"
"32868","51051","64440","0"
"32826","51051","64440","0"
"32826","50762","64440","0"
"32826","50762","63097","0"
"32826","50762","63097","0"
"32433","50762","63097","0"
"32433","49092","63097","0"
"32433","49092","64386","0"
"32433","49092","64386","0"
"32821","49092","64386","0"
"32821","50636","64386","0"
"32821","50636","64212","0"
"32821","50636","64212","0"
"32888","50636","64212","0"
"32888","50548","64212","0"
"32888","50548","63845","0"
"32888","50548","63845","0"
"33074","50548","63845","0"
"33074","49020","63845","0"
"33074","49020","64366","0"
"33074","49020","64366","0"
"33444","49020","64366","0"
"33444","49197","64366","0"
"33444","49197","64811","0"
"33444","49197","64811","0"
"32992","49197","64811","0"
"32992","50313","64811","0"
"32992","50313","64184","0"
"32992","50313","64184","0"
"32872","50313","64184","0"
"32872","51054","64184","0"
"32872","51054","64506","0"
"32872","51054","64506","0"
"32915","51054","64506","0"
"32915","51000","64506","0"
"32915","51000","64522","0"
"32915","51000","64522","0"
"32870","51000","64522","0"
"32870","50981","64522","0"
"32870","50981","64532","0"
"32870","50981","64532","0"
"32877","50981","64532","0"
"32877","51008","64532","0"
"32877","51008","64550","0"
"32877","51008","64550","0"
"32917","51008","64550","0"
"32917","50565","64550","0"
"32917","50565","63208","0"
"32917","50565","63208","0"
"32743","50565","63208","0"
"32743","48977","63208","0"
"32743","48977","64342","0"
"32743","48977","64342","0"
"33011","48977","64342","0"
"33011","50214","64342","0"
"33011","50214","64385","0"
"33011","50214","64385","0"
"33008","50214","64385","0"
"33008","50625","64385","0"
"33008","50625","64771","0"
"33008","50625","64771","0"
"32897","50625","64771","0"
