A,B,C,G,,,,,,,,,
56591,67577,44271,3,317.95,342.63,-73.50,67.96,,,,,
56591,67577,44709,3,318.81,332.41,-72.11,68.08,,,,,
56591,67577,44709,3,320.32,324.51,-71.96,68.11,,,,,
56914,67577,44709,3,318.16,316.25,-71.63,68.25,,,,,
56914,66883,44709,3,316.68,311.76,-71.35,68.42,,,,,
56914,66883,44606,3,317.54,309.03,-71.61,68.54,,,,,
56914,66883,44606,3,316.84,306.01,-71.64,68.56,,,,,
58314,66883,44606,3,319.44,305.94,-71.41,68.71,,,,,
58314,63626,44606,3,322.84,305.68,-70.15,68.87,,,,,
58314,63626,44710,3,325.98,309.58,-70.06,68.99,,,,,
58314,63626,44710,3,327.33,310.61,-70.18,69.02,,,,,
60698,63626,44710,3,328.87,311.77,-70.56,69.17,,,,,
60698,56010,44710,3,339.00,323.19,-69.94,69.31,,,,,
60698,56010,44778,3,342.01,325.95,-69.93,69.43,,,,,
60698,56010,44778,3,341.57,326.02,-70.10,69.46,,,,,
60177,56010,44778,3,343.66,334.17,-70.38,69.61,,,,,
60177,55900,44778,3,353.35,343.57,-70.36,69.75,,,,,
60177,55900,44427,3,363.54,349.19,-69.29,69.87,,,,,
60177,55900,44427,3,271.07,350.06,-69.38,69.90,,,,,
57909,55900,44427,3,283.70,358.19,-68.74,70.05,,,,,
57909,55470,44427,3,283.70,358.19,-68.49,70.19,,,,,
57909,55470,44572,3,203.33,256.50,-67.92,70.31,,,,,
57909,55470,44572,3,149.44,191.69,-67.59,70.33,,,,,
61359,55470,44572,3,78.85,127.96,-66.28,70.49,,,,,
61359,53709,44572,3,23.19,66.87,-66.88,70.63,,,,,
61359,53709,44928,3,97.91,26.54,-67.05,70.75,,,,,
61359,53709,44928,3,71.36,20.18,-67.11,70.77,,,,,
61403,53709,44928,3,28.98,-6.01,-66.34,70.93,,,,,
61403,55525,44928,3,-0.21,-16.92,-65.17,71.07,,,,,
61403,55525,44892,3,-16.48,-21.52,-65.48,71.19,,,,,
61403,55525,44892,3,-15.38,-10.10,-65.39,71.22,,,,,
60275,55525,44892,3,-33.58,-17.37,-64.76,71.37,,,,,
60275,61523,44892,3,-47.13,-26.01,-65.09,71.52,,,,,
60275,61523,45330,3,62.78,-16.51,-64.94,71.64,,,,,
60275,61523,45330,3,139.07,-1.79,-64.83,71.67,,,,,
61964,61523,45330,3,110.73,-1.79,-63.93,71.82,,,,,
61964,60495,45330,3,191.64,-0.81,-63.86,71.98,,,,,
61964,60495,44403,3,254.21,6.25,-64.06,72.10,,,,,
61964,60495,44403,3,284.74,16.17,-64.08,72.12,,,,,
60848,60495,44403,3,234.02,21.38,-64.89,72.28,,,,,
60848,57040,44403,3,175.58,26.44,-65.29,72.42,,,,,
60848,57040,45326,3,233.53,33.42,-65.04,72.54,,,,,
60848,57040,45326,3,267.63,37.68,-64.97,72.57,,,,,
61936,57040,45326,3,309.12,42.13,-65.05,72.72,,,,,
61936,60603,45326,3,231.12,49.89,-64.94,72.88,,,,,
61936,60603,45701,3,270.78,59.71,-62.51,73.00,,,,,
61936,60603,45701,3,295.38,60.47,-62.25,73.02,,,,,
61800,60603,45701,3,324.84,61.12,-63.22,73.18,,,,,
61800,61157,45701,3,349.95,63.80,-63.11,73.33,,,,,
61800,61157,45182,3,364.04,65.23,-63.02,73.45,,,,,
61800,61157,45182,3,364.04,65.23,-62.90,73.48,,,,,
61309,61157,45182,3,364.04,65.23,-63.00,73.63,,,,,
61309,60167,45182,3,364.04,65.23,-62.75,73.78,,,,,
61309,60167,45440,3,364.04,65.23,-62.60,73.90,,,,,
61309,60167,45440,3,364.04,65.23,-62.55,73.93,,,,,
60686,60167,45440,3,364.04,65.23,-63.84,74.08,,,,,
60686,55809,45440,3,364.04,65.23,-62.77,74.22,,,,,
60686,55809,44518,3,364.04,65.23,-61.09,74.34,,,,,
60686,55809,44518,3,286.58,34.67,-61.16,74.37,,,,,
60729,55809,44518,3,299.02,23.34,-61.70,74.52,,,,,
60729,53161,44518,3,315.35,15.78,-62.73,74.66,,,,,
60729,53161,44899,3,327.76,11.83,-64.32,74.78,,,,,
60729,53161,44899,3,335.73,13.39,-64.81,74.81,,,,,
61437,53161,44899,3,334.81,7.27,-69.15,74.96,,,,,
61437,54849,44899,3,348.90,10.37,-72.39,75.10,,,,,
61437,54849,44781,3,350.99,8.99,-75.14,75.22,,,,,
61437,54849,44781,3,350.81,9.04,-75.68,75.25,,,,,
59567,54849,44781,3,354.29,10.31,-78.46,75.40,,,,,
59567,56233,44781,3,353.63,5.45,-80.10,75.54,,,,,
59567,56233,44261,3,351.34,4.96,-82.16,75.66,,,,,
59567,56233,44261,3,349.90,5.38,-82.72,75.69,,,,,
60972,56233,44261,3,352.65,5.94,-85.12,75.84,,,,,
60972,65163,44261,3,352.54,7.63,-87.66,76.00,,,,,
60972,65163,44139,3,349.21,8.52,-89.57,76.12,,,,,
60972,65163,44139,3,346.20,7.19,-89.91,76.15,,,,,
60591,65163,44139,3,339.66,7.39,-92.40,76.30,,,,,
60591,66978,44139,3,343.26,7.67,-94.58,76.46,,,,,
60591,66978,43721,3,344.01,10.20,-95.84,76.58,,,,,
60591,66978,43721,3,342.96,9.81,-96.09,76.61,,,,,
59679,66978,43721,3,340.61,17.51,-94.45,76.76,,,,,
59679,67548,43721,3,344.49,20.25,-93.29,76.93,,,,,
59679,67548,43832,3,347.60,28.33,-90.72,77.04,,,,,
59679,67548,43832,3,345.06,25.96,-90.21,77.07,,,,,
60522,67548,43832,3,343.18,27.44,-81.82,77.22,,,,,
60522,67350,43832,3,349.30,37.76,-68.36,77.39,,,,,
60522,67350,44124,3,348.01,37.49,-60.34,77.51,,,,,
60522,67350,44124,3,344.98,33.95,-58.39,77.53,,,,,
60952,67350,44124,3,353.17,37.76,-48.68,77.69,,,,,
60952,59650,44124,3,347.85,26.68,-44.20,77.84,,,,,
60952,59650,45045,3,344.17,18.22,-38.91,77.96,,,,,
60952,59650,45045,3,342.10,17.74,-37.58,77.98,,,,,
60703,59650,45045,3,341.40,19.84,-29.96,78.14,,,,,
60703,61521,45045,3,346.47,28.39,-18.72,78.29,,,,,
60703,61521,45122,3,343.42,29.05,-12.52,78.41,,,,,
60703,61521,45122,3,344.12,27.34,-11.45,78.44,,,,,
62049,61521,45122,3,342.18,26.53,-10.61,78.59,,,,,
62049,65090,45122,3,336.21,20.40,-10.15,78.76,,,,,
62049,65090,44846,3,332.21,15.13,-9.88,78.88,,,,,
62049,65090,44846,3,333.45,15.93,-10.07,78.90,,,,,
60972,65090,44846,3,331.01,10.78,-10.03,79.06,,,,,
60972,67341,44846,3,328.92,8.56,-10.45,79.22,,,,,
60972,67341,44346,3,329.66,5.82,-11.40,79.34,,,,,
60972,67341,44346,3,330.73,7.74,-11.63,79.37,,,,,
61354,67341,44346,3,329.52,10.91,-12.02,79.52,,,,,
61354,66410,44346,3,331.24,14.53,-13.24,79.68,,,,,
61354,66410,44718,3,331.62,15.65,-13.90,79.80,,,,,
61354,66410,44718,3,332.48,16.55,-13.96,79.83,,,,,
61077,66410,44718,3,333.14,16.24,-14.90,79.98,,,,,
61077,67403,44718,3,332.83,16.36,-15.06,80.15,,,,,
61077,67403,44966,3,332.94,17.13,-15.12,80.27,,,,,
61077,67403,44966,3,334.11,18.26,-15.26,80.30,,,,,
61441,67403,44966,3,333.45,16.04,-17.23,80.45,,,,,
61441,65086,44966,3,333.69,15.40,-23.26,80.61,,,,,
61441,65086,44296,3,339.44,15.62,-33.11,80.73,,,,,
61441,65086,44296,3,339.01,18.56,-35.38,80.76,,,,,
60959,65086,44296,3,249.26,20.87,-50.54,80.91,,,,,
60959,56799,44296,3,163.86,17.97,-60.51,81.06,,,,,
60959,56799,45061,3,96.24,20.54,-69.43,81.18,,,,,
60959,56799,45061,3,67.87,21.52,-71.00,81.20,,,,,
61393,56799,45061,3,24.16,23.22,-78.15,81.36,,,,,
61393,55319,45061,3,-6.91,20.14,-82.61,81.50,,,,,
61393,55319,44155,3,-14.85,16.20,-86.09,81.62,,,,,
61393,55319,44155,3,-7.24,15.89,-87.00,81.64,,,,,
61664,55319,44155,3,-10.05,12.85,-95.69,81.80,,,,,
61664,51447,44155,3,-7.52,10.88,-103.51,81.93,,,,,
61664,51447,44324,3,-4.39,114.26,-109.23,82.05,,,,,
61664,51447,44324,3,6.84,177.38,-110.37,82.08,,,,,
60460,51447,44324,3,14.77,247.80,-121.58,82.23,,,,,
60460,52476,44324,3,17.76,298.08,-128.33,82.37,,,,,
60460,52476,45118,3,24.35,328.33,-134.95,82.49,,,,,
60460,52476,45118,3,33.70,329.30,-136.24,82.51,,,,,
56659,52476,45118,3,32.47,364.54,-141.64,82.66,,,,,
56659,54173,45118,3,32.47,364.54,-149.09,82.80,,,,,
56659,54173,46377,3,32.47,364.54,-155.53,82.92,,,,,
56659,54173,46377,3,32.47,364.54,-156.64,82.94,,,,,
50621,54173,46377,3,32.47,364.54,-157.92,83.08,,,,,
50621,54717,46377,3,32.47,364.54,-159.38,83.22,,,,,
50621,54717,47708,3,32.47,364.54,-159.06,83.34,,,,,
50621,54717,47708,3,38.02,352.26,-158.93,83.37,,,,,
50325,54717,47708,3,36.19,345.61,-154.72,83.50,,,,,
50325,56115,47708,3,28.44,334.46,-148.46,83.64,,,,,
50325,56115,47380,3,8.28,303.63,-136.14,83.77,,,,,
50325,56115,47380,3,17.99,294.30,-134.02,83.79,,,,,
53485,56115,47380,3,-22.38,306.83,-128.23,83.93,,,,,
53485,56072,47380,3,-44.55,327.76,-123.67,84.08,,,,,
53485,56072,47885,3,62.10,349.40,-119.45,84.20,,,,,
53485,56072,47885,3,140.22,351.23,-118.91,84.23,,,,,
56052,56072,47885,3,224.35,364.50,-116.27,84.37,,,,,
56052,55988,47885,3,224.35,364.50,-114.46,84.51,,,,,
56052,55988,48516,3,224.35,364.50,-113.19,84.64,,,,,
56052,55988,48516,3,224.35,364.50,-112.96,84.67,,,,,
55396,55988,48516,3,224.35,364.50,-112.03,84.81,,,,,
55396,56572,48516,3,224.35,364.50,-111.69,84.95,,,,,
55396,56572,49984,3,224.35,364.50,-111.03,85.08,,,,,
55396,56572,49984,3,224.35,364.50,-110.86,85.11,,,,,
56556,56572,49984,3,224.35,364.50,-110.65,85.25,,,,,
56556,55380,49984,3,224.35,364.50,-110.44,85.39,,,,,
56556,55380,48302,3,224.35,364.50,-110.00,85.52,,,,,
56556,55380,48302,3,224.35,364.50,-109.87,85.55,,,,,
56069,55380,48302,3,224.35,364.50,-108.93,85.69,,,,,
56069,56286,48302,3,224.35,364.50,-109.14,85.83,,,,,
56069,56286,47739,3,224.35,364.50,-108.65,85.96,,,,,
56069,56286,47739,3,224.35,364.50,-108.54,85.98,,,,,
58270,56286,47739,3,224.35,364.50,-108.64,86.13,,,,,
58270,56587,47739,3,224.35,364.50,-108.29,86.27,,,,,
58270,56587,45581,3,224.35,364.50,-107.71,86.39,,,,,
58270,56587,45581,3,224.35,364.50,-107.65,86.42,,,,,
58895,56587,45581,3,224.35,364.50,-107.43,86.57,,,,,
58895,56965,45581,3,224.35,364.50,-107.75,86.71,,,,,
58895,56965,47162,3,224.35,364.50,-107.69,86.84,,,,,
58895,56965,47162,3,224.35,364.50,-107.62,86.86,,,,,
61212,56965,47162,3,224.35,364.50,-107.00,87.02,,,,,
61212,56705,47162,3,224.35,364.50,-105.09,87.16,,,,,
61212,56705,48026,3,224.35,364.50,-106.68,87.29,,,,,
61212,56705,48026,3,224.35,364.50,-106.86,87.31,,,,,
56758,56705,48026,3,300.77,-51.61,-108.87,87.46,,,,,
56758,56578,48026,3,203.21,-53.59,-110.88,87.60,,,,,
56758,56578,46618,3,120.30,-45.26,-110.20,87.72,,,,,
56758,56578,46618,3,84.66,-32.03,-109.98,87.75,,,,,
58417,56578,46618,3,20.12,-25.78,-108.77,87.90,,,,,
58417,55465,46618,3,89.46,-19.89,-108.83,88.04,,,,,
58417,55465,47630,3,155.04,-14.74,-108.92,88.17,,,,,
58417,55465,47630,3,205.40,-7.47,-108.88,88.19,,,,,
75624,39373,51540,4,360.10,24.04,1.54,7.62,,,,,
75624,39373,51540,4,358.65,24.04,1.54,7.65,,,,,
75416,39373,51540,4,358.65,24.04,1.53,7.83,,,,,
75416,39617,51540,4,358.65,24.04,1.38,7.94,,,,,
75416,39617,52026,4,358.65,24.04,1.35,8.07,,,,,
75416,39617,52026,4,358.65,24.04,1.30,8.10,,,,,
74735,39617,52026,4,358.65,24.04,0.77,8.28,,,,,
74735,39472,52026,4,358.65,24.04,0.82,8.39,,,,,
74735,39472,54199,4,358.65,24.04,0.80,8.53,,,,,
74735,39472,54199,4,358.65,24.04,0.79,8.55,,,,,
78496,39472,54199,4,358.65,24.04,0.67,8.74,,,,,
78496,39497,54199,4,358.65,24.04,0.78,8.85,,,,,
78496,39497,53202,4,358.65,24.04,0.68,8.99,,,,,
78496,39497,53202,4,358.65,24.04,0.67,9.01,,,,,
91550,39497,53202,4,358.65,24.04,0.04,9.23,,,,,
91550,40413,53202,4,358.65,24.04,-0.03,9.34,,,,,
91550,40413,51521,4,358.65,24.04,-0.17,9.47,,,,,
91550,40413,51521,4,358.65,24.04,-0.20,9.50,,,,,
95590,40413,51521,4,358.65,24.04,-0.43,9.72,,,,,
95590,41134,51521,4,358.65,24.04,-0.31,9.83,,,,,
95590,41134,51796,4,358.65,24.04,-0.39,9.97,,,,,
95590,41134,51796,4,358.65,24.04,-0.39,9.99,,,,,
96717,41134,51796,4,358.65,22.28,-0.28,10.22,,,,,
96717,41648,51796,4,354.82,22.61,-0.33,10.33,,,,,
96717,41648,51838,4,352.09,22.58,-0.31,10.46,,,,,
96717,41648,51838,4,349.96,22.61,-0.31,10.49,,,,,
96682,41648,51838,4,348.59,22.46,-0.38,10.72,,,,,
96682,41513,51838,4,346.69,22.22,-0.34,10.83,,,,,
96682,41513,52006,4,345.55,22.47,-0.49,10.97,,,,,
96682,41513,52006,4,345.29,23.05,-0.44,10.99,,,,,
96947,41513,52006,4,343.42,19.01,-0.59,11.22,,,,,
96947,41200,52006,4,342.37,19.94,-0.78,11.33,,,,,
96947,41200,51905,4,341.28,19.19,-0.46,11.47,,,,,
96947,41200,51905,4,341.66,19.51,-0.42,11.49,,,,,
96131,41200,51905,4,343.41,22.72,-0.23,11.72,,,,,
96131,41362,51905,4,342.75,22.79,-0.07,11.83,,,,,
96131,41362,52056,4,341.45,22.23,-0.23,11.97,,,,,
96131,41362,52056,4,341.17,22.11,-0.25,11.99,,,,,
96016,41362,52056,4,341.04,20.07,-0.78,12.22,,,,,
96016,40256,52056,4,339.85,17.68,-0.95,12.33,,,,,
96016,40256,52032,4,337.47,12.33,-0.83,12.46,,,,,
96016,40256,52032,4,337.21,12.37,-0.72,12.49,,,,,
96600,40256,52032,4,324.51,0.88,2.77,12.71,,,,,
96600,40004,52032,4,322.43,1.25,4.86,12.82,,,,,
96600,40004,51998,4,322.02,-2.42,7.17,12.96,,,,,
96600,40004,51998,4,324.03,-2.53,7.51,12.99,,,,,
96916,40004,51998,4,322.32,103.02,10.33,13.21,,,,,
96916,40009,51998,4,326.08,192.14,10.10,13.32,,,,,
96916,40009,51281,4,323.13,258.98,13.07,13.46,,,,,
96916,40009,51281,4,323.39,285.29,13.59,13.48,,,,,
94888,40009,51281,4,315.73,330.17,21.65,13.70,,,,,
94888,39048,51281,4,313.49,346.65,24.84,13.81,,,,,
94888,39048,51045,4,312.02,361.41,26.86,13.95,,,,,
94888,39048,51045,4,312.09,352.67,27.23,13.97,,,,,
94104,39048,51045,4,312.09,352.67,32.86,14.19,,,,,
94104,39644,51045,4,312.09,352.67,34.48,14.30,,,,,
94104,39644,53973,4,312.09,352.67,35.84,14.44,,,,,
94104,39644,53973,4,313.01,350.38,36.09,14.47,,,,,
96755,39644,53973,4,312.01,359.16,38.79,14.69,,,,,
96755,39779,53973,4,311.57,351.92,39.99,14.80,,,,,
96755,39779,53685,4,309.94,344.25,41.03,14.94,,,,,
96755,39779,53685,4,309.10,331.05,41.29,14.97,,,,,
84697,39779,53685,4,310.40,329.60,42.62,15.17,,,,,
84697,39179,53685,4,312.68,320.15,42.73,15.28,,,,,
84697,39179,55945,4,309.92,311.53,42.11,15.42,,,,,
84697,39179,55945,4,308.07,304.66,42.08,15.45,,,,,
81148,39179,55945,4,308.10,304.80,42.54,15.64,,,,,
81148,38690,55945,4,309.61,299.95,42.80,15.75,,,,,
81148,38690,55124,4,312.03,298.19,43.09,15.89,,,,,
81148,38690,55124,4,311.99,295.53,43.11,15.92,,,,,
79934,38690,55124,4,310.99,293.05,43.19,16.11,,,,,
79934,38661,55124,4,310.89,291.81,43.05,16.22,,,,,
79934,38661,56272,4,311.96,291.99,42.55,16.36,,,,,
79934,38661,56272,4,312.57,291.57,42.53,16.39,,,,,
80784,38661,56272,4,312.85,291.17,42.48,16.58,,,,,
80784,38618,56272,4,313.30,291.12,42.52,16.69,,,,,
80784,38618,53943,4,315.03,292.31,42.07,16.83,,,,,
80784,38618,53943,4,316.31,292.96,41.95,16.85,,,,,
81191,38618,53943,4,318.41,294.85,40.52,17.05,,,,,
81191,38599,53943,4,317.05,298.06,37.26,17.16,,,,,
81191,38599,54608,4,309.12,306.79,29.96,17.30,,,,,
81191,38599,54608,4,308.96,308.12,28.73,17.32,,,,,
75635,38599,54608,4,300.09,336.34,16.28,17.51,,,,,
75635,39668,54608,4,295.88,341.58,9.52,17.61,,,,,
75635,39668,54479,4,294.53,361.72,5.60,17.75,,,,,
75635,39668,54479,4,294.53,361.72,4.77,17.78,,,,,
96897,39668,54479,4,292.80,277.75,-2.30,18.01,,,,,
96897,41502,54479,4,292.67,197.72,-5.01,18.12,,,,,
96897,41502,55640,4,298.68,125.12,-5.82,18.26,,,,,
96897,41502,55640,4,298.88,98.41,-6.17,18.29,,,,,
96560,41502,55640,4,305.41,21.89,-5.86,18.51,,,,,
96560,41745,55640,4,308.80,-1.00,-6.76,18.63,,,,,
96560,41745,53194,4,326.62,-26.02,-12.14,18.77,,,,,
96560,41745,53194,4,325.18,-15.41,-13.11,18.79,,,,,
81784,41745,53194,4,348.11,-47.04,-19.18,18.99,,,,,
81784,40916,53194,4,355.85,-45.65,-22.73,19.10,,,,,
81784,40916,54177,4,355.85,-45.65,-29.87,19.24,,,,,
81784,40916,54177,4,355.85,-45.65,-31.19,19.26,,,,,
95114,40916,54177,4,248.51,-51.33,-34.86,19.49,,,,,
95114,41095,54177,4,163.75,-40.15,-37.81,19.60,,,,,
95114,41095,51976,4,85.58,-38.25,-38.54,19.73,,,,,
95114,41095,51976,4,60.42,-27.71,-38.69,19.76,,,,,
96470,41095,51976,4,9.81,-26.23,-46.32,19.99,,,,,
96470,40521,51976,4,-6.39,-16.95,-47.74,20.10,,,,,
96470,40521,52020,4,-19.38,-9.87,-49.60,20.23,,,,,
96470,40521,52020,4,-9.82,-5.03,-50.12,20.26,,,,,
97195,40521,52020,4,-41.61,-2.48,-48.88,20.49,,,,,
97195,41211,52020,4,-34.58,-0.76,-49.26,20.60,,,,,
97195,41211,52046,4,-27.43,1.39,-51.05,20.73,,,,,
97195,41211,52046,4,-12.74,2.15,-51.31,20.76,,,,,
96463,41211,52046,4,-14.09,-4.67,-59.18,20.99,,,,,
96463,40522,52046,4,-2.99,107.17,-61.69,21.10,,,,,
96463,40522,52687,4,6.13,199.53,-65.18,21.23,,,,,
96463,40522,52687,4,15.57,243.66,-65.84,21.26,,,,,
96452,40522,52687,4,10.51,293.02,-72.75,21.48,,,,,
96452,40291,52687,4,11.00,318.82,-75.52,21.60,,,,,
96452,40291,54295,4,-3.37,345.87,-78.31,21.74,,,,,
96452,40291,54295,4,-1.63,344.32,-77.99,21.76,,,,,
94909,40291,54295,4,-1.63,344.32,-81.05,21.98,,,,,
94909,38849,54295,4,-1.63,344.32,-82.23,22.09,,,,,
94909,38849,54654,4,-1.63,344.32,-80.53,22.23,,,,,
94909,38849,54654,4,-1.63,344.32,-80.25,22.26,,,,,
96596,38849,54654,4,-1.63,344.32,-83.22,22.48,,,,,
96596,38864,54654,4,-1.63,344.32,-84.12,22.59,,,,,
96596,38864,52415,4,-1.63,344.32,-83.98,22.72,,,,,
96596,38864,52415,4,-1.63,344.32,-83.78,22.75,,,,,
95902,38864,52415,4,-1.63,344.32,-84.70,22.97,,,,,
95902,38165,52415,4,-1.63,344.32,-84.98,23.08,,,,,
95902,38165,51991,4,-1.63,344.32,-85.42,23.21,,,,,
95902,38165,51991,4,-1.63,344.32,-85.49,23.24,,,,,
95462,38165,51991,4,-1.63,344.32,-83.33,23.46,,,,,
95462,38005,51991,4,-1.63,344.32,-82.75,23.57,,,,,
95462,38005,51716,4,-1.63,344.32,-82.61,23.70,,,,,
95462,38005,51716,4,-1.63,344.32,-82.65,23.73,,,,,
96944,38005,51716,4,-1.63,344.32,-82.71,23.95,,,,,
96944,38489,51716,4,-1.63,344.32,-83.17,24.06,,,,,
96944,38489,51293,4,-1.63,344.32,-82.64,24.19,,,,,
96944,38489,51293,4,-1.63,344.32,-82.55,24.22,,,,,
95809,38489,51293,4,-1.63,344.32,-82.97,24.44,,,,,
95809,38547,51293,4,-1.63,344.32,-83.19,24.55,,,,,
95809,38547,51326,4,-1.63,344.32,-83.13,24.68,,,,,
95809,38547,51326,4,-1.63,344.32,-83.12,24.71,,,,,
96725,38547,51326,4,-1.63,344.32,-83.29,24.93,,,,,
96725,38273,51326,4,-1.63,344.32,-83.09,25.04,,,,,
96725,38273,51515,4,-1.63,344.32,-82.91,25.17,,,,,
96725,38273,51515,4,-1.63,344.32,-82.88,25.20,,,,,
95834,38273,51515,4,-1.63,344.32,-82.34,25.42,,,,,
95834,38417,51515,4,-1.63,344.32,-81.28,25.53,,,,,
95834,38417,51582,4,-1.63,344.32,-79.68,25.66,,,,,
95834,38417,51582,4,-1.63,344.32,-79.42,25.68,,,,,
96413,38417,51582,4,-1.63,344.32,-79.22,25.91,,,,,
96413,39039,51582,4,-1.63,344.32,-79.81,26.02,,,,,
96413,39039,52191,4,-1.63,344.32,-81.59,26.15,,,,,
96413,39039,52191,4,355.22,334.15,-81.85,26.18,,,,,
74414,39039,52191,4,349.26,336.45,-82.95,26.36,,,,,
74414,39215,52191,4,336.98,337.01,-84.26,26.47,,,,,
74414,39215,55915,4,332.57,337.88,-83.67,26.61,,,,,
74414,39215,55915,4,331.25,338.03,-83.71,26.64,,,,,
74614,39215,55915,4,325.48,344.77,-85.07,26.82,,,,,
74614,41302,55915,4,323.24,345.72,-86.11,26.93,,,,,
74614,41302,55802,4,321.83,349.89,-86.71,27.07,,,,,
74614,41302,55802,4,321.90,350.68,-86.79,27.10,,,,,
76555,41302,55802,4,323.49,353.94,-87.54,27.28,,,,,
76555,41758,55802,4,316.91,358.69,-87.14,27.40,,,,,
76555,41758,54545,4,312.06,253.73,-89.25,27.54,,,,,
76555,41758,54545,4,312.54,185.93,-89.66,27.57,,,,,
83426,41758,54545,4,303.30,107.38,-87.96,27.76,,,,,
83426,41891,54545,4,301.50,60.82,-88.56,27.88,,,,,
83426,41891,55999,4,296.86,22.90,-91.42,28.02,,,,,
83426,41891,55999,4,297.31,19.84,-91.91,28.05,,,,,
93586,41891,55999,4,301.74,-16.59,-92.63,28.27,,,,,
93586,42229,55999,4,301.55,-17.11,-93.12,28.38,,,,,
93586,42229,56517,4,299.16,-18.08,-93.23,28.53,,,,,
93586,42229,56517,4,298.45,-3.22,-93.34,28.55,,,,,
95530,42229,56517,4,296.37,3.53,-98.42,28.78,,,,,
95530,43627,56517,4,296.27,12.51,-98.12,28.89,,,,,
95530,43627,55199,4,295.53,26.22,-96.28,29.04,,,,,
95530,43627,55199,4,293.38,37.15,-95.82,29.06,,,,,
95958,43627,55199,4,290.70,46.67,-94.57,29.29,,,,,
95958,43281,55199,4,286.48,54.18,-93.26,29.40,,,,,
95958,43281,56027,4,281.17,61.41,-92.48,29.55,,,,,
95958,43281,56027,4,278.95,67.02,-92.32,29.57,,,,,
94583,43281,56027,4,274.56,64.44,-92.35,29.80,,,,,
94583,42979,56027,4,272.08,67.61,-92.82,29.91,,,,,
94583,42979,55573,4,271.15,67.62,-93.50,30.05,,,,,
94583,42979,55573,4,272.80,70.26,-93.81,30.08,,,,,
96446,42979,55573,4,275.47,78.14,-97.75,30.31,,,,,
96446,41997,55573,4,283.55,68.26,-100.01,30.42,,,,,
96446,41997,60876,4,288.31,56.13,-104.28,30.57,,,,,
96446,41997,60876,4,290.44,56.58,-105.03,30.60,,,,,
96353,41997,60876,4,294.60,26.13,-107.96,30.83,,,,,
96353,41790,60876,4,302.79,23.16,-107.05,30.94,,,,,
96353,41790,56071,4,307.68,11.50,-106.43,31.08,,,,,
96353,41790,56071,4,310.01,15.31,-106.17,31.11,,,,,
91271,41790,56071,4,332.19,-1.08,-106.65,31.32,,,,,
91271,39889,56071,4,339.21,-7.51,-109.44,31.43,,,,,
91271,39889,53616,4,350.04,99.89,-111.46,31.57,,,,,
91271,39889,53616,4,349.08,168.02,-111.79,31.60,,,,,
84571,39889,53616,4,348.24,249.56,-113.31,31.80,,,,,
84571,39840,53616,4,344.66,296.89,-113.98,31.91,,,,,
84571,39840,51100,4,344.74,337.84,-115.11,32.04,,,,,
84571,39840,51100,4,343.79,343.32,-115.36,32.07,,,,,
94923,39840,51100,4,343.79,343.32,-114.39,32.29,,,,,
94923,39286,51100,4,343.79,343.32,-112.93,32.40,,,,,
94923,39286,54104,4,343.79,343.32,-111.65,32.54,,,,,
94923,39286,54104,4,343.79,343.32,-111.24,32.56,,,,,
96716,39286,54104,4,343.79,343.32,-111.60,32.79,,,,,
96716,40091,54104,4,343.79,343.32,-112.08,32.90,,,,,
96716,40091,56002,4,343.79,343.32,-112.11,33.04,,,,,
96716,40091,56002,4,343.79,343.32,-112.13,33.07,,,,,
93779,40091,56002,4,343.79,343.32,-111.10,33.29,,,,,
93779,40995,56002,4,343.79,343.32,-112.69,33.40,,,,,
93779,40995,56040,4,343.79,343.32,-113.38,33.54,,,,,
93779,40995,56040,4,343.79,343.32,-113.40,33.57,,,,,
95104,40995,56040,4,343.79,343.32,-113.94,33.79,,,,,
95104,40588,56040,4,343.79,343.32,-113.22,33.90,,,,,
95104,40588,56008,4,343.79,343.32,-112.80,34.04,,,,,
95104,40588,56008,4,321.80,351.90,-112.62,34.07,,,,,
93795,40588,56008,4,322.74,350.71,-113.12,34.29,,,,,
93795,39640,56008,4,320.56,340.76,-113.08,34.40,,,,,
93795,39640,56236,4,316.57,331.10,-113.65,34.54,,,,,
93795,39640,56236,4,316.21,322.59,-113.76,34.57,,,,,
93527,39640,56236,4,306.66,311.86,-113.18,34.79,,,,,
93527,38782,56236,4,304.76,305.99,-113.62,34.90,,,,,
93527,38782,56097,4,298.80,300.12,-113.95,35.04,,,,,
93527,38782,56097,4,298.43,297.51,-114.01,35.07,,,,,
94508,38782,56097,4,301.27,294.78,-113.05,35.29,,,,,
94508,39169,56097,4,302.62,293.35,-112.90,35.40,,,,,
94508,39169,55730,4,304.55,292.08,-112.71,35.54,,,,,
94508,39169,55730,4,305.44,292.02,-112.62,35.57,,,,,
94465,39169,55730,4,307.63,290.20,-112.11,35.79,,,,,
94465,38771,55730,4,307.86,289.87,-112.25,35.90,,,,,
94465,38771,56157,4,308.16,289.72,-111.91,36.04,,,,,
94465,38771,56157,4,307.53,289.85,-111.84,36.07,,,,,
94410,38771,56157,4,320.83,297.91,-112.31,36.29,,,,,
94410,38529,56157,4,328.07,300.16,-113.15,36.40,,,,,
94410,38529,55729,4,334.82,305.55,-113.32,36.54,,,,,
94410,38529,55729,4,333.97,306.13,-113.35,36.56,,,,,
89375,38529,55729,4,364.67,304.98,-111.04,36.78,,,,,
